descriptor,mean_standardised_value_high_residual,mean_standardised_value_other,mean_difference_high_minus_other,abs_mean_difference,descriptor_category,descriptor_numeric_type,candidate_super_block,is_near_constant,is_rare_binary_like,dominant_value_ratio,VIP,VIP_ge_1,coefficient_standardised_X,abs_coefficient_standardised_X
ndssS,0.4263856055712878,-0.022513159974164032,0.4488987655454518,0.4488987655454518,Atom type electrotopological state,binary_like,block_X_local_electronic_atom_environment,True,True,0.9994934143870314,0.2720801600322635,False,0.0200459296792549,0.0200459296792549
SdssS,-0.42638560557128774,0.022513159974164015,-0.44889876554545177,0.44889876554545177,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9994934143870314,0.2720801600322635,False,-0.0200459296792549,0.0200459296792549
mindssS,-0.42638560557128774,0.022513159974164015,-0.44889876554545177,0.44889876554545177,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9994934143870314,0.2720801600322635,False,-0.0200459296792549,0.0200459296792549
nAtomLC,0.42388745573926306,-0.022381257663033043,0.4462687134022961,0.4462687134022961,Largest chain,integer_count_like,not_assigned,False,False,0.2467071935157041,0.8580790156458765,False,0.035059050147611,0.035059050147611
WTPT-4,0.42320718249246847,-0.022345339235602144,0.44555252172807064,0.44555252172807064,Weighted path,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.0253292806484295,0.8382087209355806,False,0.031216381685645,0.031216381685645
nHBAcc3,0.42056324261860734,-0.0222057392102623,0.44276898182886965,0.44276898182886965,Hbond acceptor count,integer_low_cardinality,not_assigned,True,False,0.270516717325228,0.8139007764002217,False,0.0027962358554311,0.0027962358554311
VC-3,0.4074188417388316,-0.021511714843810568,0.4289305565826422,0.4289305565826422,Chi cluster,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.0091185410334346,0.9670372932726718,False,-0.0004182860574506,0.0004182860574506
SC-5,0.40130189003977396,-0.021188739794100245,0.4224906298338742,0.4224906298338742,Chi cluster,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.0354609929078014,0.8366186927098194,False,-0.1338227759372154,0.1338227759372154
SHdsCH,0.3993398339857574,-0.02108514323444791,0.42042497722020533,0.42042497722020533,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.7781155015197568,0.6099985986290201,False,0.1074200655818567,0.1074200655818567
nHBint8,0.39258989734288297,-0.020728746579704225,0.4133186439225872,0.4133186439225872,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.7330293819655522,0.9413914594484872,False,0.0619359924829412,0.0619359924829412
maxHAvin,0.3883540478638526,-0.0205050937272115,0.40885914159106407,0.40885914159106407,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.8449848024316109,0.6872558074662729,False,0.1395100446007871,0.1395100446007871
minHAvin,0.38362945519913016,-0.020255635234514104,0.4038850904336443,0.4038850904336443,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.8449848024316109,0.6925957843755427,False,0.1403590412080858,0.1403590412080858
SHBint3,0.37563717573948185,-0.01983364287904463,0.3954708186185265,0.3954708186185265,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.7938196555217831,0.9418063475612514,False,-0.0629637558981815,0.0629637558981815
MLFER_S,0.3685437607004069,-0.019459110564981515,0.3880028712653884,0.3880028712653884,Molecular linear free energy relation,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.008611955420466,0.9151511984683648,False,0.0575817531943603,0.0575817531943603
minsI,-0.3681196508487758,0.01943671756481536,-0.38755636841359115,0.38755636841359115,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9979736575481256,0.4453179863612783,False,0.0290624405832896,0.0290624405832896
SdssC,-0.36593908301641254,0.01932158358326655,-0.38526066659967906,0.38526066659967906,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.3824721377912867,0.8534380485758523,False,-0.0671440652605954,0.0671440652605954
nHBint3,0.3655633620145984,-0.019301745514370798,0.3848651075289692,0.3848651075289692,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.7938196555217831,0.9720804119307008,False,-0.0646677967554735,0.0646677967554735
SdNH,0.3588078685353996,-0.01894505545866908,0.3777529239940687,0.3777529239940687,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9924012158054712,0.8935339109950252,False,-0.0255481981455156,0.0255481981455156
maxHBint6,0.3574169840397582,-0.018871616757299245,0.37628860079705745,0.37628860079705745,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.6099290780141844,0.7620041653049366,False,0.0218976633041106,0.0218976633041106
nHdNH,0.3565244613685796,-0.018824491560261006,0.37534895292884063,0.37534895292884063,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.9924012158054712,0.8972824410067307,False,-0.023593706549798,0.023593706549798
ndNH,0.3565244613685796,-0.018824491560261006,0.37534895292884063,0.37534895292884063,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.9924012158054712,0.8972824410067307,False,-0.023593706549798,0.023593706549798
nHdsCH,0.3533801547335017,-0.01865847216992887,0.3720386269034306,0.3720386269034306,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.7781155015197568,0.5895712936617493,False,0.0254602139548059,0.0254602139548059
ndsCH,0.3533801547335017,-0.01865847216992887,0.3720386269034306,0.3720386269034306,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.7781155015197568,0.5895712936617493,False,0.025460213954806,0.025460213954806
nAtomLAC,0.34992152743965765,-0.01847585664881388,0.36839738408847156,0.36839738408847156,Longest aliphatic chain,integer_low_cardinality,not_assigned,True,False,0.4088145896656535,0.8561026320105337,False,0.0989581910399394,0.0989581910399394
SHdNH,0.3488256615192284,-0.018417994928215265,0.36724365644744367,0.36724365644744367,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9924012158054712,0.901003718007358,False,-0.0173326550861139,0.0173326550861139
SHBint8,0.34602096490371087,-0.01826990694691593,0.3642908718506268,0.3642908718506268,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.7330293819655522,0.986641910357004,False,0.1048848245035352,0.1048848245035352
SC-4,0.3396275531081478,-0.01793233480411005,0.35755988791225785,0.35755988791225785,Chi cluster,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.7223910840932117,0.6179361444005879,False,-0.0223532602179837,0.0223532602179837
ETA_EtaP_B_RC,0.3357592290542355,-0.017728087294063957,0.35348731634829944,0.35348731634829944,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0126646403242147,0.9247210990920358,False,-0.0229578594438416,0.0229578594438416
maxHdsCH,0.33240839487023466,-0.017551163249148325,0.349959558119383,0.349959558119383,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.7781155015197568,0.6364101071490036,False,-0.0441945301023595,0.0441945301023595
nRotB,0.33201526358888384,-0.017530405917493105,0.34954566950637694,0.34954566950637694,Rotatable bonds count,integer_count_like,not_assigned,False,False,0.171225937183384,0.9442463615213385,False,-0.0305175895885057,0.0305175895885057
C3SP3,0.3294688164414199,-0.017395953508106975,0.34686476994952686,0.34686476994952686,Carbon types,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.7639311043566362,0.7171460029406914,False,-0.1255626745724471,0.1255626745724471
MAXDN2,0.32704258212805526,-0.01726784833636125,0.3443104304644165,0.3443104304644165,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0035460992907801,0.6680623742526912,False,-0.085398378201947,0.085398378201947
minHdsCH,0.3234180280757049,-0.01707647188239718,0.3404944999581021,0.3404944999581021,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.7781155015197568,0.6562997891095095,False,-0.0458866793167452,0.0458866793167452
nHBint9,0.3128590428867643,-0.01651895746442114,0.3293780003511855,0.3293780003511855,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.7548125633232016,0.909095769211569,False,0.0174778053699456,0.0174778053699456
nHBint7,0.3122138464683215,-0.016484891093527368,0.32869873756184886,0.32869873756184886,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.6514690982776089,0.8827348335100463,False,-0.1618939452407505,0.1618939452407505
nsssCH,0.3014911384034581,-0.01591873210770262,0.3174098705111607,0.3174098705111607,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.6063829787234043,0.98623703234613,False,0.1286431768365419,0.1286431768365419
maxHBint2,0.29965275297979715,-0.01582166535733322,0.31547441833713036,0.31547441833713036,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.7847011144883486,0.7158981676160892,False,-0.0870686060691869,0.0870686060691869
SHCsatu,0.29922450567197767,-0.0157990538994805,0.31502355957145817,0.31502355957145817,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.6170212765957447,0.8856294605085364,False,0.0438700358398902,0.0438700358398902
minHBint2,0.2979201171798437,-0.01573018218709567,0.31365029936693933,0.31365029936693933,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.7826747720364742,0.4969964769640768,False,0.0584901890510668,0.0584901890510668
SHBint7,0.2965339475513252,-0.015656992430709896,0.3121909399820351,0.3121909399820351,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.6514690982776089,0.718775968641736,False,-0.059758441516825,0.059758441516825
MLFER_BO,0.29611365350655555,-0.01563480090514616,0.31174845441170174,0.31174845441170174,Molecular linear free energy relation,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0101317122593718,0.942802690596546,False,0.0224977614587732,0.0224977614587732
LipinskiFailures,0.2955199801463358,-0.015603454951726584,0.3111234350980624,0.3111234350980624,Rule of five,integer_low_cardinality,not_assigned,True,False,0.89209726443769,0.6519087101703023,False,0.0107180811001077,0.0107180811001077
SHBint9,0.2904863698591201,-0.015337680328561582,0.30582405018768166,0.30582405018768166,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.7548125633232016,0.8272555031319401,False,0.0273695023384148,0.0273695023384148
SC-6,0.2902975619783385,-0.015327711272456267,0.30562527325079475,0.30562527325079475,Chi cluster,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.7477203647416414,0.6928941712386568,False,-0.0907183531402791,0.0907183531402791
MLFER_BH,0.289924032614804,-0.015307988922061842,0.30523202153686585,0.30523202153686585,Molecular linear free energy relation,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0101317122593718,0.9263673525263438,False,0.0031785492386482,0.0031785492386482
maxdsCH,0.28260839500881335,-0.014921723256465232,0.2975301182652786,0.2975301182652786,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.7781155015197568,0.786123975319885,False,-0.0530659426946029,0.0530659426946029
SdsCH,0.27787557953182884,-0.014671830599280625,0.29254741013110946,0.29254741013110946,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.7781155015197568,0.6700285600765954,False,-0.0514924677934612,0.0514924677934612
MAXDN,0.27504734942909614,-0.014522500049856247,0.28956984947895237,0.28956984947895237,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0035460992907801,0.6261661653363209,False,0.0183809510999628,0.0183809510999628
BCUTp-1l,-0.2745869886572239,0.014498193001100867,-0.2890851816583248,0.2890851816583248,BCUT,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0030395136778115,0.8533484285381185,False,0.0016151569020717,0.0016151569020717
nHCsatu,0.2645415149969015,-0.01396779199183643,0.27850930698873794,0.27850930698873794,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.6170212765957447,0.9178471253015664,False,-0.0431147282153744,0.0431147282153744
mindsCH,0.26036097622399723,-0.0137470595446272,0.2741080357686244,0.2741080357686244,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.7781155015197568,0.9039647394127748,False,-0.1074976609384396,0.1074976609384396
FMF,-0.2565284733646375,0.013544703393652784,-0.2700731767582903,0.2700731767582903,FMFDescriptor,continuous_float_like,not_assigned,False,False,0.0673758865248227,0.6701612572149256,False,0.0711054518449191,0.0711054518449191
minsssCH,-0.25188698554245237,0.013299632836641498,-0.26518661837909385,0.26518661837909385,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.6063829787234043,0.6701954798374449,False,-0.0716963146765369,0.0716963146765369
VPC-5,0.251756150580517,-0.013292724750651424,0.2650488753311684,0.2650488753311684,Chi path cluster,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.0045592705167173,0.9780389355300502,False,0.114329753988737,0.114329753988737
C2SP1,0.24980637562872848,-0.01318977663319683,0.2629961522619253,0.2629961522619253,Carbon types,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.9883485309017224,0.4249984703324895,False,0.02381221893665,0.02381221893665
minwHBa,-0.2472289139816975,0.013053686658233619,-0.26028260063993114,0.26028260063993114,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0030395136778115,0.786327452256719,False,0.1777846419935087,0.1777846419935087
SsNH2,0.24587212109308393,-0.01298204799371484,0.25885416908679876,0.25885416908679876,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9746707193515703,0.9232124450186754,False,-0.0065085616841679,0.0065085616841679
nHsNH2,0.24386015226458826,-0.01287581603957022,0.25673596830415846,0.25673596830415846,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.9746707193515703,0.9262799981390122,False,0.0042520500616498,0.0042520500616498
nsNH2,0.24386015226458826,-0.01287581603957022,0.25673596830415846,0.25673596830415846,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.9746707193515703,0.9262799981390122,False,0.0042520500616498,0.0042520500616498
VC-5,0.2405909402915744,-0.01270320164739524,0.25329414193896965,0.25329414193896965,Chi cluster,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.0253292806484295,0.7255263607735163,False,0.1100067265875565,0.1100067265875565
VC-4,0.23218711587104324,-0.012259479717991167,0.2444465955890344,0.2444465955890344,Chi cluster,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.7223910840932117,0.7473611867693296,False,-0.0516077236907808,0.0516077236907808
nT7Ring,-0.23150971854531038,0.012223713139192448,-0.24373343168450284,0.24373343168450284,RingCountDescriptor,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.9457953394123608,0.9477941849599156,False,0.0517175137465631,0.0517175137465631
SHsNH2,0.23071697692059953,-0.012181856381407627,0.24289883330200715,0.24289883330200715,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9746707193515703,0.9248963303975644,False,0.0225755887722109,0.0225755887722109
nssssC,0.22957898981130362,-0.01212177066203692,0.24170076047334055,0.24170076047334055,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.779128672745694,0.7058595518186048,False,-0.0532424867904725,0.0532424867904725
VCH-7,0.22903268794338105,-0.012092925923410405,0.24112561386679146,0.24112561386679146,Chi chain,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.0146909827760891,0.7884715588261185,False,-0.0583733967353457,0.0583733967353457
MDEC-14,0.22456923397570644,-0.011857255553917269,0.2364264895296237,0.2364264895296237,Molecular distance edge,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.8115501519756839,0.699436233197243,False,0.0911401256020597,0.0911401256020597
n7Ring,-0.22368735811617635,0.011810692508534141,-0.2354980506247105,0.2354980506247105,Ring count,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.9493414387031408,0.9213081366521628,False,0.0602325705027179,0.0602325705027179
VPC-6,0.22355316639974315,-0.011803607185906397,0.23535677358564955,0.23535677358564955,Chi path cluster,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.0045592705167173,0.9686057637471204,False,0.1232627917810582,0.1232627917810582
SCH-7,0.22246169236642793,-0.011745977356947135,0.23420766972337506,0.23420766972337506,Chi chain,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.0162107396149949,0.8201978631626883,False,-0.0433834746057304,0.0433834746057304
minssCH2,-0.2218361827622435,0.0117129504498465,-0.23354913321209,0.23354913321209,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.2548125633232016,0.911199861442616,False,0.0118388168886275,0.0118388168886275
nF6Ring,0.221767295810829,-0.01170931321881178,0.23347660902964076,0.23347660902964076,Ring count,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.9696048632218844,0.6023219157632512,False,-0.0299470359585106,0.0299470359585106
SssssC,-0.21855325630576872,0.01153961193294463,-0.23009286823871333,0.23009286823871333,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.779128672745694,0.6724876828535157,False,0.1249289628121935,0.1249289628121935
minssssC,-0.21796347492745038,0.011508471476169355,-0.22947194640361973,0.22947194640361973,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.779128672745694,0.6312933802607399,False,-0.0319042429783168,0.0319042429783168
hmax,0.21747606226312077,-0.011482736087492807,0.22895879835061358,0.22895879835061358,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.022289766970618,0.6251142186170805,False,0.0479513183401238,0.0479513183401238
C2SP3,0.21652159921209557,-0.011432340438398584,0.22795393965049415,0.22795393965049415,Carbon types,integer_count_like,block_Y_topological_connectivity_structure,False,False,0.342451874366768,0.950315211709582,False,-0.011307273455934,0.011307273455934
gmin,-0.21509928974342024,0.011357242498452646,-0.2264565322418729,0.2264565322418729,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0035460992907801,0.707918335500146,False,-0.1195436176222975,0.1195436176222975
mintsC,0.2123739811642431,-0.011213346205471994,0.2235873273697151,0.2235873273697151,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.9483282674772036,0.5744298824181105,False,0.0436621585295736,0.0436621585295736
minHBa,0.21210477606489297,-0.011199132176226279,0.22330390824111926,0.22330390824111926,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0035460992907801,0.8936265341898804,False,-0.106104440648532,0.106104440648532
ETA_dAlpha_A,0.2117072051812305,-0.011178140433569008,0.22288534561479953,0.22288534561479953,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.9275582573454914,0.6641365197503931,False,-0.0387312368240853,0.0387312368240853
maxtsC,0.209811234424454,-0.011078033177611156,0.22088926760206518,0.22088926760206518,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.9483282674772036,0.5728183952409396,False,0.0415532684662715,0.0415532684662715
mindssC,-0.20735891053179428,0.010948550476078678,-0.21830746100787296,0.21830746100787296,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.3824721377912867,0.823347725074385,False,-0.0168694057054559,0.0168694057054559
ETA_dAlpha_B,0.20676757679489075,-0.010917328054770165,0.2176849048496609,0.2176849048496609,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0759878419452887,0.7824352889415366,False,0.0357381437231022,0.0357381437231022
nHBint4,0.19820738198466414,-0.010465349768790318,0.20867273175345447,0.20867273175345447,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.5785207700101317,0.6409784742646029,False,-0.0107702319863446,0.0107702319863446
MAXDP2,0.19659586216626934,-0.010380261522378616,0.20697612368864796,0.20697612368864796,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0030395136778115,0.7779987642747686,False,0.0200147202433544,0.0200147202433544
SsssCH,-0.19643479779823028,0.010371757323746547,-0.20680655512197682,0.20680655512197682,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.6063829787234043,0.9183774610836768,False,0.1255223314804573,0.1255223314804573
minHBint7,0.19587203290915906,-0.010342043337603654,0.20621407624676272,0.20621407624676272,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.6514690982776089,0.7907668837004106,False,0.1066243541220273,0.1066243541220273
VC-6,0.19168379909014974,-0.010120904591959884,0.20180470368210962,0.20180470368210962,Chi cluster,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.7477203647416414,0.8236678121687823,False,0.1180531712196704,0.1180531712196704
BCUTw-1l,0.1884587620498863,-0.00995062263623029,0.19840938468611657,0.19840938468611657,BCUT,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.2537993920972644,0.7531358974982364,False,-0.0413915915148792,0.0413915915148792
naaaC,-0.18610672900178923,0.009826435291294532,-0.19593316429308377,0.19593316429308377,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.6448834853090172,0.6641874777387171,False,0.1041226135019123,0.1041226135019123
ndS,0.18474906474849487,-0.009754750618720573,0.19450381536721545,0.19450381536721545,Atom type electrotopological state,binary_like,block_X_local_electronic_atom_environment,True,True,0.9832826747720363,0.7514458018700428,False,-0.0764311202433576,0.0764311202433576
MAXDP,0.18418666061457117,-0.009725055680449944,0.19391171629502113,0.19391171629502113,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0030395136778115,0.7780708119992986,False,0.0375029917163191,0.0375029917163191
MDEC-44,0.1836790910534051,-0.009698256007619822,0.1933773470610249,0.1933773470610249,Molecular distance edge,continuous_float_like,block_Y_topological_connectivity_structure,True,False,0.9544072948328268,0.7216515198617958,False,0.0246521320928207,0.0246521320928207
maxaaaC,-0.18260896472713203,0.009641753337592467,-0.1922507180647245,0.1922507180647245,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.6474164133738601,0.6467824803941732,False,-0.0208690407172137,0.0208690407172137
minaaaC,-0.17850399696309502,0.009425011039651576,-0.1879290080027466,0.1879290080027466,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.6448834853090172,0.680704698036918,False,-0.1204690533885887,0.1204690533885887
ETA_EtaP_F,0.17675881714690922,-0.009332865545356435,0.18609168269226564,0.18609168269226564,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0030395136778115,0.6613234474400307,False,-0.0356943373706283,0.0356943373706283
SaaaC,-0.1740440089422482,0.009189523672150729,-0.18323353261439893,0.18323353261439893,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.6448834853090172,0.6128925861421429,False,0.0108399027780925,0.0108399027780925
nF11Ring,-0.1716916649747863,0.009065319910668692,-0.180756984885455,0.180756984885455,Ring count,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.9579533941236068,0.8672273277104736,False,-0.0022112524528374,0.0022112524528374
nT11Ring,-0.1716916649747863,0.009065319910668692,-0.180756984885455,0.180756984885455,RingCountDescriptor,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.9579533941236068,0.8672273277104736,False,-0.0022112524528374,0.0022112524528374
C1SP1,0.1716466681673302,-0.00906294407923507,0.1807096122465653,0.1807096122465653,Carbon types,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.9513677811550152,0.5548358707748744,False,-0.0115178109262562,0.0115178109262562
MDEC-11,0.16841815664770796,-0.008892478670998934,0.1773106353187069,0.1773106353187069,Molecular distance edge,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.6732522796352584,0.7876155651704251,False,-0.1295043765328002,0.1295043765328002
nssS,-0.16732660709226235,0.008834844854471438,-0.1761614519467338,0.1761614519467338,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.8880445795339412,0.8959458965787074,False,-0.0269368101185181,0.0269368101185181
ETA_Epsilon_3,-0.1669759033557735,0.008816327697166419,-0.17579223105293992,0.17579223105293992,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.083080040526849,0.8817230348720216,False,0.0700693600049028,0.0700693600049028
ETA_BetaP,-0.16382547534365272,0.008649985098144589,-0.1724754604417973,0.1724754604417973,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0227963525835866,0.8058095850037076,False,0.0033677424778174,0.0033677424778174
ETA_dBeta,-0.16000977039522088,0.008448515876867705,-0.1684582862720886,0.1684582862720886,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0329280648429584,0.8099199152534466,False,0.0055191160575398,0.0055191160575398
minssS,0.1586797405899405,-0.008378290303148832,0.16705803089308932,0.16705803089308932,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.8880445795339412,0.9413483941719027,False,-0.0527749272653576,0.0527749272653576
maxHBint7,0.15497130528729441,-0.008182484919169147,0.16315379020646356,0.16315379020646356,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.6636271529888551,0.5620869969305977,False,0.0574064278363801,0.0574064278363801
nBase,0.15484675729172986,-0.008175908785003268,0.16302266607673313,0.16302266607673313,Basic group count,integer_low_cardinality,not_assigned,True,False,0.6621073961499493,0.9277219459894148,False,-0.013852439213357,0.013852439213357
nBondsT,0.15464627752273086,-0.00816532345320024,0.1628116009759311,0.1628116009759311,Bond count,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.9483282674772036,0.5569818007559911,False,-0.0108805576956473,0.0108805576956473
gmax,0.15301817833255063,-0.008079359815959022,0.16109753814850966,0.16109753814850966,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0030395136778115,0.6137178857163402,False,-0.0455259941409811,0.0455259941409811
StsC,0.15144334713978047,-0.007996208728980412,0.15943955586876088,0.15943955586876088,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.9483282674772036,0.5276564180902754,False,-0.0052292122185411,0.0052292122185411
nG12Ring,0.15056537812705628,-0.007949851965108588,0.15851523009216487,0.15851523009216487,Ring count,binary_like,block_Y_topological_connectivity_structure,True,True,0.997467071935157,0.8841404118578382,False,0.0918370164728133,0.0918370164728133
ETA_Shape_X,0.1494742562341251,-0.007892240729161688,0.1573664969632868,0.1573664969632868,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.7223910840932117,0.6954790869047165,False,0.0836849129771554,0.0836849129771554
minHCsatu,0.1486784459792093,-0.007850221947702267,0.15652866792691156,0.15652866792691156,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.6170212765957447,0.8031393306418184,False,-0.0645629440253038,0.0645629440253038
maxwHBa,0.1476460709988685,-0.0077957125487399135,0.15544178354760843,0.15544178354760843,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0035460992907801,0.5976298754321959,False,-0.0690889132210439,0.0690889132210439
ETA_BetaP_ns,-0.14727603514365895,0.0077761746555854265,-0.15505220979924436,0.15505220979924436,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0217831813576494,0.797501510775098,False,0.019110826542982,0.019110826542982
ETA_dPsi_A,0.14645254555853843,-0.007732694405491395,0.15418523996402983,0.15418523996402983,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0157041540020263,0.977006121002354,False,0.0238545489142687,0.0238545489142687
