descriptor,mean_standardised_value_high_residual,mean_standardised_value_other,mean_difference_high_minus_other,abs_mean_difference,descriptor_category,descriptor_numeric_type,candidate_super_block,is_near_constant,is_rare_binary_like,dominant_value_ratio,VIP,VIP_ge_1,coefficient_standardised_X,abs_coefficient_standardised_X
MLFER_E,0.19661017522668198,-0.010381017251968213,0.2069911924786502,0.2069911924786502,Molecular linear free energy relation,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0075987841945288,1.083236239855976,True,0.0153579773413021,0.0153579773413021
minHBint5,-0.19393863538137918,0.010239959948136751,-0.20417859532951593,0.20417859532951593,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.6388044579533941,1.0542632704821688,True,0.0466118347718149,0.0466118347718149
ETA_Beta_ns,0.1936459157538586,-0.010224504351803564,0.20387042010566214,0.20387042010566214,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0633232016210739,1.0281794730760434,True,-0.0082464790323551,0.0082464790323551
SHCsats,0.18503058805611958,-0.009769615049363028,0.1948002031054826,0.1948002031054826,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.3074974670719351,1.173912269094199,True,0.1264023433074554,0.1264023433074554
MDEO-12,0.18001789230984847,-0.009504944713960201,0.18952283702380868,0.18952283702380868,Molecular distance edge,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.3946301925025329,1.123800707067345,True,-0.1357658733927164,0.1357658733927164
SsssN,-0.17571953613543345,0.009277991507950953,-0.1849975276433844,0.1849975276433844,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.5536980749746707,1.2064466939756793,True,-0.0214476764266903,0.0214476764266903
ATSc3,0.16748547083789955,-0.008843232860241097,0.17632870369814066,0.17632870369814066,Autocorrelation (charge),continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0030395136778115,1.5165571921451309,True,0.0714174845529387,0.0714174845529387
minsOH,0.16278053017577435,-0.008594811993280806,0.17137534216905514,0.17137534216905514,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.21580547112462,2.009545844314274,True,0.0366852613678671,0.0366852613678671
maxssNH,0.1585636631428884,-0.00837216141394459,0.16693582455683298,0.16693582455683298,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.8302938196555217,1.3086776177376531,True,-0.0594887108893556,0.0594887108893556
maxssCH2,-0.15661756677077543,0.008269407525496998,-0.16488697429627241,0.16488697429627241,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.2649442755825734,1.3261153886383077,True,0.1068395228937629,0.1068395228937629
MDEC-23,0.15530301756419243,-0.008199999327389303,0.16350301689158173,0.16350301689158173,Molecular distance edge,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.0060790273556231,1.897333634009838,True,0.0172698949609102,0.0172698949609102
minHBd,-0.15194944054389128,0.008022930460717574,-0.15997237100460887,0.15997237100460887,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0633232016210739,1.5546667802371708,True,-0.0048431259705025,0.0048431259705025
ETA_Epsilon_2,0.14942133779622205,-0.00788944663563966,0.1573107844318617,0.1573107844318617,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0151975683890577,1.1384117417463926,True,0.0318322867342742,0.0318322867342742
nN,0.14807526240460847,-0.007818373854963269,0.15589363625957173,0.15589363625957173,Atom count,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.3799392097264438,1.1904960591775011,True,-0.0395117205726937,0.0395117205726937
C3SP2,0.14560982784041604,-0.007688198909974013,0.15329802675039006,0.15329802675039006,Carbon types,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.2168186423505572,1.4862536107773856,True,0.2194645632451851,0.2194645632451851
ETA_BetaP_s,-0.14508624866997508,0.007660553929776263,-0.15274680259975135,0.15274680259975135,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0764944275582573,1.1494091694733732,True,-0.099196305092659,0.099196305092659
ATSc4,-0.14412658375882953,0.007609883622466183,-0.1517364673812957,0.1517364673812957,Autocorrelation (charge),continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0030395136778115,1.3995295264347254,True,0.0981121698275995,0.0981121698275995
minssNH,0.1426631557914451,-0.007532614625788241,0.15019577041723334,0.15019577041723334,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.8302938196555217,1.300511749609937,True,-0.0544454382635051,0.0544454382635051
ETA_dEpsilon_C,-0.13571507133564392,0.0071657557665223675,-0.1428808271021663,0.1428808271021663,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.011144883485309,1.3922166202407071,True,0.0046788425937112,0.0046788425937112
nHCsats,0.13321554478658743,-0.007033780764731811,0.14024932555131925,0.14024932555131925,Atom type electrotopological state,integer_count_like,block_X_local_electronic_atom_environment,False,False,0.3074974670719351,1.1688697187292378,True,0.0987242638027636,0.0987242638027636
MLogP,0.12909075812578683,-0.006815992029041748,0.13590675015482856,0.13590675015482856,Mannhold LogP,continuous_float_like,not_assigned,False,False,0.0587639311043566,1.8677030062125584,True,0.0260015674824355,0.0260015674824355
ALogP,-0.12557446946580897,0.006630331987794686,-0.13220480145360367,0.13220480145360367,ALOGP,continuous_float_like,not_assigned,False,False,0.0045592705167173,1.108535781696809,True,0.0210573091469138,0.0210573091469138
ETA_Epsilon_4,0.12451524679020132,-0.006574405030519248,0.13108965182072058,0.13108965182072058,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.011144883485309,1.3680799489015036,True,0.0008995475757348,0.0008995475757348
minHCsats,0.12445713002783367,-0.006571336465469555,0.13102846649330321,0.13102846649330321,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.3074974670719351,1.0167611960752292,True,-0.0246197241740895,0.0246197241740895
WTPT-5,0.12360580530981981,-0.006526386520358468,0.13013219183017827,0.13013219183017827,Weighted path,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.2492401215805471,1.189931641037157,True,-0.0645648131562357,0.0645648131562357
SsF,0.12266310318812838,-0.006476611848333181,0.12913971503646157,0.12913971503646157,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.8348530901722391,1.0001294415436424,True,0.0737101934365332,0.0737101934365332
SssCH2,-0.12234245000389925,0.006459681360205892,-0.12880213136410515,0.12880213136410515,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.2548125633232016,1.2560293371146825,True,-0.1039354349428932,0.1039354349428932
naasC,0.1168026014000662,-0.006167177353923687,0.12296977875398989,0.12296977875398989,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.2411347517730496,1.353753196610474,True,-0.0174917970217092,0.0174917970217092
maxaaCH,-0.11480952428840684,0.006061942882427919,-0.12087146717083476,0.12087146717083476,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0288753799392097,1.0411969095353422,True,0.127121774123043,0.127121774123043
SaasC,-0.11119720640193553,0.005871212498022237,-0.11706841889995777,0.11706841889995777,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0268490374873353,1.3171744354492056,True,0.0500865962234746,0.0500865962234746
maxHssNH,0.11031180119564157,-0.005824463103129922,0.1161362642987715,0.1161362642987715,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.8302938196555217,1.4997473071945036,True,-0.0086212486551534,0.0086212486551534
naaO,-0.10810482518703346,0.005707934769875374,-0.11381275995690883,0.11381275995690883,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.8556231003039514,1.0732969916206638,True,0.0083857090851057,0.0083857090851057
SHother,0.10248555196405387,-0.005411237143701782,0.10789678910775566,0.10789678910775566,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0060790273556231,1.3053486438176929,True,-0.0023808268029941,0.0023808268029941
C1SP3,-0.10174702308274212,0.005372242818768746,-0.10711926590151087,0.10711926590151087,Carbon types,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.2203647416413373,1.297704050916832,True,0.1904799604615939,0.1904799604615939
SaaO,-0.10067180784023817,0.005315471453964574,-0.10598727929420275,0.10598727929420275,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.8556231003039514,1.0754780968820417,True,-0.040281788118147,0.040281788118147
CrippenLogP,-0.09812891724207652,0.005181206830381492,-0.10331012407245801,0.10331012407245801,Crippen logP and MR,continuous_float_like,not_assigned,False,False,0.0040526849037487,1.6322256521565923,True,-0.1643325955508122,0.1643325955508122
XLogP,0.09770638121867144,-0.005158896928345674,0.10286527814701711,0.10286527814701711,XLogP,continuous_float_like,not_assigned,False,False,0.0045592705167173,1.2455908174359929,True,0.1300730608775956,0.1300730608775956
MDEN-23,0.09369465548881474,-0.004947077809809359,0.09864173329862409,0.09864173329862409,Molecular distance edge,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.8247213779128673,1.2410856018305647,True,0.1567033577377443,0.1567033577377443
SssO,-0.09367949437423885,0.004946277302959834,-0.09862577167719869,0.09862577167719869,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.4731509625126646,1.1004091342794833,True,-0.0090607972683793,0.0090607972683793
nT6Ring,0.09009244979498589,-0.004756881349175069,0.09484933114416096,0.09484933114416096,RingCountDescriptor,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.3632218844984802,1.66226684007877,True,-0.0362251836110605,0.0362251836110605
maxaaO,-0.08713678047077993,0.00460082200885707,-0.091737602479637,0.091737602479637,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.8556231003039514,1.068715774899676,True,0.0007477333447422,0.0007477333447422
minaaO,-0.0862783627915624,0.00455549755539458,-0.09083386034695698,0.09083386034695698,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.8556231003039514,1.0676676981041924,True,0.0015545432473901,0.0015545432473901
ETA_BetaP_ns_d,-0.0861584673342016,0.0045491670752461685,-0.09070763440944776,0.09070763440944776,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.1028368794326241,1.0344745410333012,True,0.0142586468817882,0.0142586468817882
nAromBond,-0.08383110030340132,0.00442628209601935,-0.08825738239942067,0.08825738239942067,Aromatic bonds count,integer_count_like,not_assigned,False,False,0.3297872340425531,1.199929527481246,True,-0.0019653198873167,0.0019653198873167
SwHBa,-0.0828784729917924,0.0043759833739662095,-0.08725445636575861,0.08725445636575861,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0030395136778115,1.5768584421709673,True,0.0453684658998668,0.0453684658998668
minssO,-0.08090471961801532,0.004271769195831,-0.08517648881384632,0.08517648881384632,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.4731509625126646,1.046945020950652,True,-0.0370908198368637,0.0370908198368637
ETA_dEpsilon_A,0.08016192455116927,-0.004232549616301716,0.08439447416747099,0.08439447416747099,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0106382978723404,1.1456651694372304,True,0.0205676191348783,0.0205676191348783
nssO,-0.07555738116605253,0.003989429725567577,-0.0795468108916201,0.0795468108916201,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.4731509625126646,1.0448662110685505,True,-0.0406286238177186,0.0406286238177186
minHssNH,0.0751344083387208,-0.003967096760284494,0.07910150509900529,0.07910150509900529,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.8302938196555217,1.5034313199676386,True,-0.0099853475565877,0.0099853475565877
BCUTp-1h,0.07426500262253477,-0.0039211921384712245,0.078186194761006,0.078186194761006,BCUT,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0030395136778115,1.6313301267302185,True,0.1853907976818129,0.1853907976818129
ETA_Epsilon_1,0.07218241470750378,-0.0038112314965565094,0.0759936462040603,0.0759936462040603,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0136778115501519,1.1248060411024643,True,0.0242006689283387,0.0242006689283387
maxssO,-0.0699838082642517,0.003695145076352598,-0.0736789533406043,0.0736789533406043,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.4731509625126646,1.0607859550319756,True,-0.0112529274382925,0.0112529274382925
C2SP2,0.06801973359133959,-0.0035914419336226123,0.0716111755249622,0.0716111755249622,Carbon types,integer_count_like,block_Y_topological_connectivity_structure,False,False,0.1494427558257345,1.592896654511461,True,-0.0030593267538015,0.0030593267538015
nBondsM,0.0653645927730639,-0.0034512504984178577,0.06881584327148176,0.06881584327148176,Bond count,integer_count_like,block_Y_topological_connectivity_structure,False,False,0.1752786220871327,1.0264470950454296,True,0.010387990492405,0.010387990492405
nHother,0.06279370584508558,-0.0033155076686207092,0.06610921351370629,0.06610921351370629,Atom type electrotopological state,integer_count_like,block_X_local_electronic_atom_environment,False,False,0.1666666666666666,1.4753459811250391,True,0.0303428338644399,0.0303428338644399
SaaCH,-0.06204259123912821,0.003275848817425822,-0.06531844005655403,0.06531844005655403,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0288753799392097,1.54981589738568,True,0.0573181575337911,0.0573181575337911
ndsN,-0.05904343010292644,0.003117493109434512,-0.06216092321236095,0.06216092321236095,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.9371833839918946,1.0835240309675047,True,-0.0175190562819351,0.0175190562819351
SdsN,-0.050630700022153564,0.002673300961169711,-0.053304000983323274,0.053304000983323274,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.9371833839918946,1.1097030924801432,True,-0.0215280095245872,0.0215280095245872
maxHCsats,0.050075303121370436,-0.002643976004808481,0.052719279126178915,0.052719279126178915,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.3074974670719351,1.1929233960472887,True,-0.0036657803903302,0.0036657803903302
hmin,-0.04841449645293198,0.0025562854127147,-0.05097078186564668,0.05097078186564668,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0075987841945288,1.5355260896569332,True,-0.1168409340579402,0.1168409340579402
MDEN-22,-0.04444441806346046,0.002346665273750788,-0.04679108333721125,0.04679108333721125,Molecular distance edge,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.8196555217831814,1.1090440639735673,True,0.1347694208935694,0.1347694208935694
naAromAtom,-0.043570515522123904,0.0023005232195679732,-0.04587103874169188,0.04587103874169188,Aromatic atoms count,integer_count_like,not_assigned,False,False,0.2806484295845998,1.298592760155148,True,0.0042214508114039,0.0042214508114039
nssCH2,0.042437528553156016,-0.00224070150760665,0.044678230060762665,0.044678230060762665,Atom type electrotopological state,integer_count_like,block_X_local_electronic_atom_environment,False,False,0.2548125633232016,1.152548980061604,True,-0.0471557123599708,0.0471557123599708
maxdsN,-0.04195606065755435,0.002215280002718911,-0.044171340660273256,0.044171340660273256,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.9371833839918946,1.1332909922708614,True,-0.0402353525017003,0.0402353525017003
mindsN,-0.04154669496084568,0.0021936654939326596,-0.043740360454778346,0.043740360454778346,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.9371833839918946,1.1333920807403997,True,-0.0436292372695341,0.0436292372695341
minHsOH,0.03961782994336991,-0.002091821421009869,0.04170965136437978,0.04170965136437978,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.21580547112462,1.97539873965915,True,-0.0316626957145979,0.0316626957145979
LipoaffinityIndex,-0.034117042659503286,0.00180137985242136,-0.03591842251192465,0.03591842251192465,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0030395136778115,1.7552214901183771,True,0.0251056596095991,0.0251056596095991
maxsssCH,0.033035451963658556,-0.0017442718636811775,0.03477972382733974,0.03477972382733974,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.7416413373860182,1.4287939706910555,True,0.136545223262874,0.136545223262874
minHBint10,0.032426326529313765,-0.0017121100407478632,0.03413843657006163,0.03413843657006163,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.5015197568389058,1.4996253053566249,True,0.1291021489227757,0.1291021489227757
n6Ring,0.02047699213874919,-0.0010811851849259937,0.02155817732367518,0.02155817732367518,Ring count,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.3703140830800405,1.6487346892210262,True,-0.0278021217240489,0.0278021217240489
ETA_Beta_ns_d,0.0181202734895096,-0.0009567504402462418,0.01907702392975584,0.01907702392975584,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.3206686930091185,1.2519569276605091,True,-0.0230057694748156,0.0230057694748156
nRing,-0.016995705098620976,0.0008973732292073312,-0.017893078327828306,0.017893078327828306,Ring count,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.3115501519756838,1.4233077894317514,True,-0.0292652949692435,0.0292652949692435
minsF,-0.016801749027145766,0.0008871323486333362,-0.017688881375779102,0.017688881375779102,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.8348530901722391,1.0047084027720476,True,-0.0010763343623168,0.0010763343623168
SHaaCH,0.015741703451730805,-0.0008311619422511664,0.01657286539398197,0.01657286539398197,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0288753799392097,1.3537472132802064,True,-0.0278710436032326,0.0278710436032326
MDEC-22,0.015305887733778077,-0.0008081508723435415,0.01611403860612162,0.01611403860612162,Molecular distance edge,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.0476190476190476,1.4854280253368857,True,0.0469114383137362,0.0469114383137362
maxsF,-0.012900117082704365,0.0006811261819667569,-0.013581243264671122,0.013581243264671122,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.8348530901722391,1.0147348733176549,True,0.0171826855773272,0.0171826855773272
ETA_Epsilon_5,-0.010441214131172862,0.0005512961061277262,-0.010992510237300588,0.010992510237300588,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0141843971631205,1.1385514398629906,True,0.0668291199296882,0.0668291199296882
nHaaCH,-0.009896673560227881,0.0005225443639799778,-0.01041921792420786,0.01041921792420786,Atom type electrotopological state,integer_count_like,block_X_local_electronic_atom_environment,False,False,0.2051671732522796,1.509742291621235,True,0.0246360307788219,0.0246360307788219
naaCH,-0.009896673560227881,0.0005225443639799778,-0.01041921792420786,0.01041921792420786,Atom type electrotopological state,integer_count_like,block_X_local_electronic_atom_environment,False,False,0.2051671732522796,1.509742291621235,True,0.0246360307788219,0.0246360307788219
ETA_Eta_B,0.6418586089875183,-0.033890134554540936,0.6757487435420593,0.6757487435420593,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0278622087132725,0.8842813180636035,False,0.0382454943739472,0.0382454943739472
ETA_Eta_B_RC,0.6007326044448413,-0.03171868151468769,0.632451285959529,0.632451285959529,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0278622087132725,0.99894905820117,False,0.0241244420513839,0.0241244420513839
SC-3,0.6006653011929007,-0.03171512790298502,0.6323804290958858,0.6323804290958858,Chi cluster,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.0141843971631205,0.979146956384104,False,0.0368435534852938,0.0368435534852938
SHBa,0.595146096553746,-0.03142371389803766,0.6265698104517836,0.6265698104517836,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0030395136778115,0.8418183398735416,False,0.0385174478928923,0.0385174478928923
SHBint6,0.5878745307936085,-0.03103977522590257,0.6189143060195111,0.6189143060195111,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.538500506585613,0.926988126154954,False,-0.0684092740364112,0.0684092740364112
MDEO-11,0.5866207223299127,-0.030973574139019366,0.617594296468932,0.617594296468932,Molecular distance edge,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.2441742654508611,0.712503095860118,False,-0.0683726119713344,0.0683726119713344
DELS2,0.5764339060987345,-0.03043571024201327,0.6068696163407478,0.6068696163407478,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0030395136778115,0.8468567646341292,False,0.0003847309791942,0.0003847309791942
DELS,0.5737119425020902,-0.03029199056411041,0.6040039330662006,0.6040039330662006,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0030395136778115,0.8488549927253826,False,-0.0267355336190389,0.0267355336190389
ETA_dPsi_B,0.5729745987817423,-0.030253058815676,0.6032276575974183,0.6032276575974183,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9979736575481256,0.4983140620926256,False,-0.0430449658964043,0.0430449658964043
nHBDon_Lipinski,0.5328415532756017,-0.02813403401295181,0.5609755872885535,0.5609755872885535,Hbond donor count,integer_low_cardinality,not_assigned,True,False,0.4726443768996961,0.9934262249117902,False,0.0181763734047431,0.0181763734047431
nI,0.5254476264695958,-0.027743634677594657,0.5531912611471904,0.5531912611471904,Atom count,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.9979736575481256,0.4631429250900393,False,0.0105800619727794,0.0105800619727794
nsI,0.5254476264695958,-0.027743634677594657,0.5531912611471904,0.5531912611471904,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.9979736575481256,0.4631429250900393,False,0.0105800619727794,0.0105800619727794
SPC-4,0.5059831817270498,-0.026715911995188586,0.5326990937222384,0.5326990937222384,Chi path cluster,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.0091185410334346,0.996658375671541,False,-0.0148135100557982,0.0148135100557982
SsI,-0.5030842826670507,0.026562850124820295,-0.529647132791871,0.529647132791871,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9979736575481256,0.4648739912057161,False,0.0137744535868876,0.0137744535868876
nAcid,0.5014755243498734,-0.02647790768567332,0.5279534320355468,0.5279534320355468,Acidic group count,integer_low_cardinality,not_assigned,True,False,0.9017223910840932,0.6624181290718693,False,-0.0545945003175109,0.0545945003175109
SHBint2,0.49180249792421127,-0.025967171890398367,0.5177696698146096,0.5177696698146096,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.7826747720364742,0.9641395183551108,False,0.0184402022938537,0.0184402022938537
nO,0.48251276488220546,-0.025476673985780417,0.5079894388679859,0.5079894388679859,Atom count,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.2953394123606889,0.8210429581823947,False,0.0157294954685356,0.0157294954685356
ATSm1,0.4822732429836396,-0.02546402722953629,0.5077372702131759,0.5077372702131759,Autocorrelation (mass),continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.0151975683890577,0.6924477045720945,False,-0.01688232254016,0.01688232254016
SHAvin,0.4686386235462321,-0.02474411932324107,0.49338274286947315,0.49338274286947315,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.8449848024316109,0.5614746556750662,False,-0.0552660389038702,0.0552660389038702
nHBint6,0.4635720260848426,-0.024476602977279684,0.48804862906212226,0.48804862906212226,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.538500506585613,0.9455755720245728,False,-0.1245339249244021,0.1245339249244021
WPATH,0.46346488778120004,-0.024470946074847386,0.48793583385604744,0.48793583385604744,Wiener numbers,integer_count_like,not_assigned,False,False,0.0060790273556231,0.8608987616686545,False,0.0084016724851769,0.0084016724851769
StCH,0.4548882255725874,-0.0240180983102326,0.47890632388282,0.47890632388282,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.991388044579534,0.5214804731960447,False,0.052622605919317,0.052622605919317
mintCH,0.4548882255725874,-0.0240180983102326,0.47890632388282,0.47890632388282,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.991388044579534,0.5214804731960447,False,0.052622605919317,0.052622605919317
maxtCH,0.4548882255725874,-0.0240180983102326,0.47890632388282,0.47890632388282,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.991388044579534,0.5214804731960447,False,0.052622605919317,0.052622605919317
nHBa,0.45346226221699387,-0.023942807445057345,0.4774050696620512,0.4774050696620512,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.1965552178318135,0.9007162197942606,False,0.0259906536652606,0.0259906536652606
nHtCH,0.45338768782920486,-0.023938869917381995,0.47732655774658683,0.47732655774658683,Atom type electrotopological state,binary_like,block_X_local_electronic_atom_environment,True,True,0.991388044579534,0.515358955578174,False,0.0351188536443463,0.0351188536443463
ntCH,0.45338768782920486,-0.023938869917381995,0.47732655774658683,0.47732655774658683,Atom type electrotopological state,binary_like,block_X_local_electronic_atom_environment,True,True,0.991388044579534,0.515358955578174,False,0.0351188536443464,0.0351188536443464
nHAvin,0.45011715418192166,-0.023766185740805516,0.4738833399227272,0.4738833399227272,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.8449848024316109,0.5666970273347851,False,-0.0811219576035317,0.0811219576035317
nHBAcc2,0.4465045580097631,-0.02357544066291539,0.47007999867267847,0.47007999867267847,Hbond acceptor count,integer_low_cardinality,not_assigned,True,False,0.2360688956433637,0.9589683429207698,False,-0.0071836902599928,0.0071836902599928
ETA_EtaP_B,0.44612079656842607,-0.023555178058812742,0.4696759746272388,0.4696759746272388,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0131712259371833,0.946649766078208,False,-0.0265236262488653,0.0265236262488653
ALogp2,0.444641526405205,-0.02347707259419485,0.46811859899939984,0.46811859899939984,ALOGP,continuous_float_like,not_assigned,False,False,0.0045592705167173,0.7795622923264849,False,-0.0350084895746571,0.0350084895746571
SHtCH,0.44316664550591345,-0.023399198882712215,0.46656584438862564,0.46656584438862564,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.991388044579534,0.5159036470874632,False,-0.0610935022829919,0.0610935022829919
minHtCH,0.44316664550591345,-0.023399198882712215,0.46656584438862564,0.46656584438862564,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.991388044579534,0.5159036470874632,False,-0.0610935022829919,0.0610935022829919
maxHtCH,0.44316664550591345,-0.023399198882712215,0.46656584438862564,0.46656584438862564,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.991388044579534,0.5159036470874632,False,-0.0610935022829919,0.0610935022829919
SHBint5,0.43894537789335336,-0.023176315952769002,0.46212169384612234,0.46212169384612234,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.6388044579533941,0.9142386235456538,False,0.0594521460791962,0.0594521460791962
nHBint2,0.43347448597585,-0.02288745285952494,0.4563619388353749,0.4563619388353749,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.7826747720364742,0.994701660435498,False,-0.0064942620323813,0.0064942620323813
nHBint5,0.42985990781808986,-0.02269660313279512,0.452556510950885,0.452556510950885,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.6388044579533941,0.8866462079809929,False,-0.0261421020040585,0.0261421020040585
