candidate_super_block,n_descriptors,n_descriptor_categories,pc1_explained_variance_ratio,pc2_cumulative_explained_variance_ratio,pc5_cumulative_explained_variance_ratio,pc10_cumulative_explained_variance_ratio,pc20_cumulative_explained_variance_ratio,numeric_type_counts
block_Y_topological_connectivity_structure,129,12,0.28903294846282296,0.40816332387160653,0.5857188612810752,0.730060174204235,0.8695771442392203,"{'continuous_float_like': 69, 'integer_low_cardinality': 43, 'integer_count_like': 12, 'binary_like': 5}"
block_X_local_electronic_atom_environment,335,6,0.13960066643584235,0.23878635723284022,0.41428407007640616,0.5600254407559007,0.7307950073264264,"{'continuous_float_like': 269, 'integer_low_cardinality': 49, 'binary_like': 11, 'integer_count_like': 6}"
