dataset_name,component,component_index,explained_variance,explained_variance_ratio,cumulative_explained_variance_ratio
primary_remove_constant_only,PC64,64,0.8579804550683828,0.0017014797907016618,0.9470335944546516
primary_remove_constant_only,PC65,65,0.8325064002683413,0.00165096163591917,0.9486845560905708
primary_remove_constant_only,PC66,66,0.8168200256274702,0.0016198536435597288,0.9503044097341306
primary_remove_constant_only,PC67,67,0.7864133020560081,0.0015595534055383728,0.9518639631396689
primary_remove_constant_only,PC68,68,0.7710268568234144,0.0015290402097431267,0.953393003349412
primary_remove_constant_only,PC69,69,0.7472116926315062,0.001481811837178924,0.9548748151865909
primary_remove_constant_only,PC70,70,0.7357309865713256,0.0014590441980922896,0.9563338593846832
primary_remove_constant_only,PC71,71,0.7029192035845365,0.0013939744341843684,0.9577278338188675
primary_remove_constant_only,PC72,72,0.6675361691968681,0.0013238055654313833,0.9590516393842989
primary_remove_constant_only,PC73,73,0.6621545283022751,0.001313133115763245,0.9603647725000621
primary_remove_constant_only,PC74,74,0.6287289085375837,0.0012468460387263125,0.9616116185387884
primary_remove_constant_only,PC75,75,0.6117654416920336,0.0012132054169062727,0.9628248239556947
primary_remove_constant_only,PC76,76,0.56587770438972,0.001122204442234081,0.9639470283979288
primary_remove_constant_only,PC77,77,0.5564241728213315,0.0011034569371838742,0.9650504853351126
primary_remove_constant_only,PC78,78,0.5357277765067252,0.001062413461354523,0.9661128987964671
primary_remove_constant_only,PC79,79,0.5156180112553834,0.0010225333464069333,0.967135432142874
primary_remove_constant_only,PC80,80,0.4840052711654778,0.0009598414306716364,0.9680952735735456
primary_remove_constant_only,PC81,81,0.47636299985088565,0.0009446858754139106,0.9690399594489596
primary_remove_constant_only,PC82,82,0.4703055705617453,0.0009326732550119049,0.9699726327039715
primary_remove_constant_only,PC83,83,0.45521884298230025,0.00090275443584463,0.9708753871398161
primary_remove_constant_only,PC84,84,0.4487374553043111,0.0008899010542965359,0.9717652881941127
primary_remove_constant_only,PC85,85,0.4175264155374407,0.000828005759250586,0.9725932939533632
primary_remove_constant_only,PC86,86,0.3952364186446885,0.0007838019792882582,0.9733770959326515
primary_remove_constant_only,PC87,87,0.3724758328707463,0.0007386649642314202,0.974115760896883
primary_remove_constant_only,PC88,88,0.34766503511141006,0.0006894621289811323,0.9748052230258641
primary_remove_constant_only,PC89,89,0.3447228547197671,0.0006836274267482239,0.9754888504526124
primary_remove_constant_only,PC90,90,0.33428033671340646,0.0006629186410796218,0.976151769093692
primary_remove_constant_only,PC91,91,0.32376650159116804,0.0006420684248799624,0.976793837518572
primary_remove_constant_only,PC92,92,0.3144216515568696,0.0006235364485551295,0.9774173739671271
primary_remove_constant_only,PC93,93,0.3100699889089884,0.0006149065712571309,0.9780322805383843
primary_remove_constant_only,PC94,94,0.3024280990399243,0.000599751772452368,0.9786320323108367
primary_remove_constant_only,PC95,95,0.29190374046281087,0.0005788806869593668,0.9792109129977961
primary_remove_constant_only,PC96,96,0.2764341840183278,0.000548202671503515,0.9797591156692995
primary_remove_constant_only,PC97,97,0.2714711930909995,0.0005383604557346118,0.9802974761250342
primary_remove_constant_only,PC98,98,0.25609376605002354,0.0005078651441122457,0.9808053412691464
primary_remove_constant_only,PC99,99,0.25546954516200676,0.0005066272380275322,0.981311968507174
primary_remove_constant_only,PC100,100,0.2448530947993445,0.00048557352330204064,0.981797542030476
sensitivity_remove_nonbinary_near_constant,PC1,1,81.56567976141149,0.24263202309979878,0.24263202309979878
sensitivity_remove_nonbinary_near_constant,PC2,2,39.13498221921652,0.11641415773887054,0.35904618083866935
sensitivity_remove_nonbinary_near_constant,PC3,3,29.121447844842177,0.0866270694593309,0.44567325029800026
sensitivity_remove_nonbinary_near_constant,PC4,4,18.52163578684629,0.05509599104948821,0.5007692413474885
sensitivity_remove_nonbinary_near_constant,PC5,5,14.793709662899078,0.04400659340006377,0.5447758347475522
sensitivity_remove_nonbinary_near_constant,PC6,6,10.416820643279125,0.030986736999429675,0.5757625717469819
sensitivity_remove_nonbinary_near_constant,PC7,7,10.22019462358471,0.030401836964365086,0.6061644087113469
sensitivity_remove_nonbinary_near_constant,PC8,8,7.818900232546743,0.02325874788743959,0.6294231565987864
sensitivity_remove_nonbinary_near_constant,PC9,9,7.239230049164362,0.021534412974322886,0.6509575695731094
sensitivity_remove_nonbinary_near_constant,PC10,10,6.721960251604592,0.01999569941443508,0.6709532689875445
sensitivity_remove_nonbinary_near_constant,PC11,11,5.595728058195722,0.016645515901390948,0.6875987848889354
sensitivity_remove_nonbinary_near_constant,PC12,12,5.384172094906461,0.01601620402019475,0.7036149889091302
sensitivity_remove_nonbinary_near_constant,PC13,13,4.704789923581477,0.013995257573494504,0.7176102464826247
sensitivity_remove_nonbinary_near_constant,PC14,14,4.498747010285508,0.013382345267183673,0.7309925917498084
sensitivity_remove_nonbinary_near_constant,PC15,15,4.405600139484026,0.013105262874514504,0.7440978546243229
sensitivity_remove_nonbinary_near_constant,PC16,16,3.991581777593376,0.011873689582416254,0.7559715442067392
sensitivity_remove_nonbinary_near_constant,PC17,17,3.631509954890032,0.010802590131528376,0.7667741343382676
sensitivity_remove_nonbinary_near_constant,PC18,18,3.315519185945793,0.009862617832222241,0.7766367521704898
sensitivity_remove_nonbinary_near_constant,PC19,19,3.076026520076042,0.009150203122904354,0.7857869552933942
sensitivity_remove_nonbinary_near_constant,PC20,20,2.9754420771968375,0.008850996312643779,0.7946379516060379
sensitivity_remove_nonbinary_near_constant,PC21,21,2.799802625113833,0.008328524658883334,0.8029664762649212
sensitivity_remove_nonbinary_near_constant,PC22,22,2.607159860690951,0.007755473544686956,0.8107219498096082
sensitivity_remove_nonbinary_near_constant,PC23,23,2.513181226829625,0.007475916920765868,0.8181978667303741
sensitivity_remove_nonbinary_near_constant,PC24,24,2.438270461473874,0.007253081156957043,0.8254509478873311
sensitivity_remove_nonbinary_near_constant,PC25,25,2.2992368690631064,0.006839500323644146,0.8322904482109752
sensitivity_remove_nonbinary_near_constant,PC26,26,2.2052314322169924,0.006559863969345733,0.8388503121803209
sensitivity_remove_nonbinary_near_constant,PC27,27,2.0884083209241777,0.006212352271770223,0.8450626644520911
sensitivity_remove_nonbinary_near_constant,PC28,28,2.0012426853167704,0.0059530621564414625,0.8510157266085325
sensitivity_remove_nonbinary_near_constant,PC29,29,1.9452825682247,0.005786598559709761,0.8568023251682423
sensitivity_remove_nonbinary_near_constant,PC30,30,1.873401063537218,0.005572773885449735,0.862375099053692
sensitivity_remove_nonbinary_near_constant,PC31,31,1.7839120790418792,0.00530657254418999,0.867681671597882
sensitivity_remove_nonbinary_near_constant,PC32,32,1.7198233707809307,0.005115928967275139,0.8727976005651571
sensitivity_remove_nonbinary_near_constant,PC33,33,1.6288995628775662,0.004845459481529888,0.877643060046687
sensitivity_remove_nonbinary_near_constant,PC34,34,1.5606703932799353,0.004642499345571769,0.8822855593922588
sensitivity_remove_nonbinary_near_constant,PC35,35,1.5006204150814901,0.004463869709430606,0.8867494291016894
sensitivity_remove_nonbinary_near_constant,PC36,36,1.4338140881654409,0.004265142079097338,0.8910145711807868
sensitivity_remove_nonbinary_near_constant,PC37,37,1.3670240020025408,0.004066462759852811,0.8950810339406395
sensitivity_remove_nonbinary_near_constant,PC38,38,1.3104004529090272,0.003898025663370109,0.8989790596040097
sensitivity_remove_nonbinary_near_constant,PC39,39,1.2484692382912304,0.003713799945645473,0.9026928595496552
sensitivity_remove_nonbinary_near_constant,PC40,40,1.241368530694325,0.0036926775930246542,0.9063855371426798
sensitivity_remove_nonbinary_near_constant,PC41,41,1.1959606472449273,0.0035576035440099915,0.9099431406866898
sensitivity_remove_nonbinary_near_constant,PC42,42,1.159044984718695,0.0034477911583471834,0.913390931845037
sensitivity_remove_nonbinary_near_constant,PC43,43,1.0901723570812787,0.0032429169388378744,0.9166338487838748
sensitivity_remove_nonbinary_near_constant,PC44,44,1.0344580274032642,0.003077184481694531,0.9197110332655694
sensitivity_remove_nonbinary_near_constant,PC45,45,1.0008730093767053,0.002977279706874247,0.9226883129724436
sensitivity_remove_nonbinary_near_constant,PC46,46,0.987562547071578,0.0029376853038491826,0.9256259982762928
sensitivity_remove_nonbinary_near_constant,PC47,47,0.96544797383147,0.0028719014636245767,0.9284978997399174
sensitivity_remove_nonbinary_near_constant,PC48,48,0.9415144938439162,0.0028007069528182557,0.9312986066927357
sensitivity_remove_nonbinary_near_constant,PC49,49,0.9245114654590926,0.0027501283370585327,0.9340487350297942
sensitivity_remove_nonbinary_near_constant,PC50,50,0.8575210691939799,0.002550853158802111,0.9365995881885963
sensitivity_remove_nonbinary_near_constant,PC51,51,0.8537903322201511,0.0025397553997659437,0.9391393435883623
sensitivity_remove_nonbinary_near_constant,PC52,52,0.7991717213798015,0.0023772823585817247,0.941516625946944
sensitivity_remove_nonbinary_near_constant,PC53,53,0.7722037503140754,0.002297061199416328,0.9438136871463603
sensitivity_remove_nonbinary_near_constant,PC54,54,0.7340876202902926,0.0021836778037595105,0.9459973649501198
sensitivity_remove_nonbinary_near_constant,PC55,55,0.7081265290253959,0.002106451792600091,0.9481038167427198
sensitivity_remove_nonbinary_near_constant,PC56,56,0.6933073744655249,0.002062369508703143,0.9501661862514229
sensitivity_remove_nonbinary_near_constant,PC57,57,0.6337150890840073,0.0018851013635034421,0.9520512876149263
sensitivity_remove_nonbinary_near_constant,PC58,58,0.6229300455237121,0.001853019280133227,0.9539043068950596
sensitivity_remove_nonbinary_near_constant,PC59,59,0.5781973158143979,0.0017199535993236595,0.9556242604943832
sensitivity_remove_nonbinary_near_constant,PC60,60,0.5639897833095268,0.0016776906970221463,0.9573019511914054
sensitivity_remove_nonbinary_near_constant,PC61,61,0.5530350056645925,0.0016451037085930213,0.9589470548999984
sensitivity_remove_nonbinary_near_constant,PC62,62,0.5136359983025724,0.0015279041598081247,0.9604749590598065
sensitivity_remove_nonbinary_near_constant,PC63,63,0.501636449141856,0.001492209307541013,0.9619671683673475
sensitivity_remove_nonbinary_near_constant,PC64,64,0.4728820113215285,0.0014066739764820287,0.9633738423438295
sensitivity_remove_nonbinary_near_constant,PC65,65,0.45831611012398255,0.0013633450410011972,0.9647371873848307
sensitivity_remove_nonbinary_near_constant,PC66,66,0.4242482363754018,0.0012620039235789493,0.9659991913084097
sensitivity_remove_nonbinary_near_constant,PC67,67,0.4139888193645339,0.0012314854124545066,0.9672306767208643
sensitivity_remove_nonbinary_near_constant,PC68,68,0.4033510310779052,0.0011998413668112657,0.9684305180876756
sensitivity_remove_nonbinary_near_constant,PC69,69,0.385407990961692,0.001146466514340321,0.9695769846020159
sensitivity_remove_nonbinary_near_constant,PC70,70,0.37021010557052275,0.0011012576263609087,0.9706782422283768
sensitivity_remove_nonbinary_near_constant,PC71,71,0.3479666692432961,0.0010350904593299554,0.9717133326877068
sensitivity_remove_nonbinary_near_constant,PC72,72,0.3230027927379826,0.0009608308457447411,0.9726741635334515
sensitivity_remove_nonbinary_near_constant,PC73,73,0.3072237730525285,0.0009138932675867213,0.9735880568010382
sensitivity_remove_nonbinary_near_constant,PC74,74,0.2938680556893271,0.0008741642451196547,0.9744622210461579
sensitivity_remove_nonbinary_near_constant,PC75,75,0.2868039097016495,0.0008531506516882489,0.9753153716978461
sensitivity_remove_nonbinary_near_constant,PC76,76,0.2764332978842207,0.0008223013712874025,0.9761376730691335
sensitivity_remove_nonbinary_near_constant,PC77,77,0.2660039764945606,0.0007912774485329647,0.9769289505176664
sensitivity_remove_nonbinary_near_constant,PC78,78,0.2595152662555241,0.000771975593914564,0.9777009261115809
sensitivity_remove_nonbinary_near_constant,PC79,79,0.24701779726176643,0.000734799588093829,0.9784357256996747
sensitivity_remove_nonbinary_near_constant,PC80,80,0.24332280200048037,0.0007238081493145234,0.9791595338489892
sensitivity_remove_nonbinary_near_constant,PC81,81,0.2349350056252432,0.0006988571158672943,0.9798583909648565
sensitivity_remove_nonbinary_near_constant,PC82,82,0.22160071885747956,0.0006591918426234612,0.9805175828074799
sensitivity_remove_nonbinary_near_constant,PC83,83,0.2142152300947055,0.000637222356372205,0.9811548051638521
sensitivity_remove_nonbinary_near_constant,PC84,84,0.2028539265643324,0.0006034260823916691,0.9817582312462438
sensitivity_remove_nonbinary_near_constant,PC85,85,0.19454742003836198,0.0005787168604593169,0.9823369481067031
sensitivity_remove_nonbinary_near_constant,PC86,86,0.19176526337284852,0.0005704408269326095,0.9829073889336357
sensitivity_remove_nonbinary_near_constant,PC87,87,0.18984201399174006,0.0005647197701152231,0.9834721087037509
sensitivity_remove_nonbinary_near_constant,PC88,88,0.17911907214696582,0.0005328224196488332,0.9840049311233997
sensitivity_remove_nonbinary_near_constant,PC89,89,0.17603395218776258,0.0005236451664291379,0.9845285762898288
sensitivity_remove_nonbinary_near_constant,PC90,90,0.16291953869989456,0.00048463394644499344,0.9850132102362739
sensitivity_remove_nonbinary_near_constant,PC91,91,0.15683313996843332,0.0004665288409407402,0.9854797390772146
sensitivity_remove_nonbinary_near_constant,PC92,92,0.14827551399514327,0.0004410726183124937,0.9859208116955271
sensitivity_remove_nonbinary_near_constant,PC93,93,0.14732363909331708,0.00043824109243244735,0.9863590527879595
sensitivity_remove_nonbinary_near_constant,PC94,94,0.14550839928313689,0.0004328413298258751,0.9867918941177855
sensitivity_remove_nonbinary_near_constant,PC95,95,0.14031484794604585,0.0004173921620916386,0.9872092862798771
sensitivity_remove_nonbinary_near_constant,PC96,96,0.13824872764618332,0.0004112461096123411,0.9876205323894894
sensitivity_remove_nonbinary_near_constant,PC97,97,0.1330929166825767,0.000395909207517254,0.9880164415970067
sensitivity_remove_nonbinary_near_constant,PC98,98,0.12665960252830408,0.0003767721386783303,0.9883932137356851
sensitivity_remove_nonbinary_near_constant,PC99,99,0.12496514414736024,0.0003717316625095616,0.9887649453981947
sensitivity_remove_nonbinary_near_constant,PC100,100,0.1209246748746122,0.00035971254813710676,0.9891246579463319
sensitivity_remove_all_near_constant,PC1,1,81.36204677148875,0.2541275935286021,0.2541275935286021
sensitivity_remove_all_near_constant,PC2,2,39.00237029223832,0.12182066328930191,0.375948256817904
sensitivity_remove_all_near_constant,PC3,3,28.8362005104876,0.090067476581801,0.46601573339970503
sensitivity_remove_all_near_constant,PC4,4,18.296404749517006,0.0571473001690683,0.5231630335687734
sensitivity_remove_all_near_constant,PC5,5,14.710275315114043,0.04594632281648939,0.5691093563852627
sensitivity_remove_all_near_constant,PC6,6,10.30459686878526,0.0321855522133253,0.601294908598588
sensitivity_remove_all_near_constant,PC7,7,10.054702718999696,0.03140502859768618,0.6326999371962743
sensitivity_remove_all_near_constant,PC8,8,7.762589521916666,0.02424580345545464,0.656945740651729
sensitivity_remove_all_near_constant,PC9,9,6.984390701868452,0.02181516409382355,0.6787609047455525
sensitivity_remove_all_near_constant,PC10,10,6.474302633108991,0.0202219463891908,0.6989828511347433
sensitivity_remove_all_near_constant,PC11,11,5.378388685779148,0.016798950223281192,0.7157818013580245
sensitivity_remove_all_near_constant,PC12,12,5.201689529347989,0.01624704508834154,0.732028846446366
sensitivity_remove_all_near_constant,PC13,13,4.642730825843959,0.014501184016258445,0.7465300304626244
sensitivity_remove_all_near_constant,PC14,14,4.39566397911887,0.013729491246836268,0.7602595217094608
sensitivity_remove_all_near_constant,PC15,15,4.179580146351544,0.013054571347441108,0.7733140930569019
sensitivity_remove_all_near_constant,PC16,16,3.9138359011659016,0.012224541275646414,0.7855386343325483
sensitivity_remove_all_near_constant,PC17,17,3.4865129712732372,0.01088983360613301,0.7964284679386814
sensitivity_remove_all_near_constant,PC18,18,3.2246777801137,0.010072013139824488,0.8065004810785059
sensitivity_remove_all_near_constant,PC19,19,2.868773941004139,0.008960377066871151,0.815460858145377
sensitivity_remove_all_near_constant,PC20,20,2.8608267374643934,0.008935554636868747,0.8243964127822458
sensitivity_remove_all_near_constant,PC21,21,2.6552790321673334,0.008293543456285066,0.8326899562385309
sensitivity_remove_all_near_constant,PC22,22,2.508822506719232,0.007836098666661991,0.8405260549051929
sensitivity_remove_all_near_constant,PC23,23,2.420210732925492,0.007559327153087002,0.84808538205828
sensitivity_remove_all_near_constant,PC24,24,2.3595695531519714,0.007369919466136084,0.8554553015244161
sensitivity_remove_all_near_constant,PC25,25,2.1480778153969617,0.006709342594000455,0.8621646441184165
sensitivity_remove_all_near_constant,PC26,26,1.9814206771929745,0.0061888028687020966,0.8683534469871186
sensitivity_remove_all_near_constant,PC27,27,1.9323812931645539,0.006035632426883337,0.8743890794140019
sensitivity_remove_all_near_constant,PC28,28,1.7674739305392033,0.0055205579802334245,0.8799096373942353
sensitivity_remove_all_near_constant,PC29,29,1.7118737747174926,0.0053468955127875094,0.8852565329070229
sensitivity_remove_all_near_constant,PC30,30,1.6381359082909412,0.005116581413149107,0.890373114320172
sensitivity_remove_all_near_constant,PC31,31,1.6007598134957521,0.0049998402862638045,0.8953729546064357
sensitivity_remove_all_near_constant,PC32,32,1.5306809251180749,0.004780954700573016,0.9001539093070088
sensitivity_remove_all_near_constant,PC33,33,1.467847026660761,0.004584698238984427,0.9047386075459932
sensitivity_remove_all_near_constant,PC34,34,1.3299572362909937,0.0041540109346538305,0.9088926184806471
sensitivity_remove_all_near_constant,PC35,35,1.2301537899001793,0.0038422831615264924,0.9127349016421735
sensitivity_remove_all_near_constant,PC36,36,1.1731702963085686,0.003664299953484053,0.9163992015956576
sensitivity_remove_all_near_constant,PC37,37,1.1384870681765176,0.0035559697718975905,0.9199551713675551
sensitivity_remove_all_near_constant,PC38,38,1.0634639249641258,0.0033216412169994633,0.9232768125845546
sensitivity_remove_all_near_constant,PC39,39,1.054838705499158,0.0032947010605842188,0.9265715136451389
sensitivity_remove_all_near_constant,PC40,40,1.0120143103203778,0.003160942620095786,0.9297324562652347
sensitivity_remove_all_near_constant,PC41,41,0.942527143220588,0.002943905226656251,0.9326763614918909
sensitivity_remove_all_near_constant,PC42,42,0.8935216023294137,0.0027908404910649913,0.935467201982956
sensitivity_remove_all_near_constant,PC43,43,0.8519758081519477,0.0026610756545779406,0.9381282776375339
sensitivity_remove_all_near_constant,PC44,44,0.8034367335846433,0.002509467887795247,0.9406377455253292
sensitivity_remove_all_near_constant,PC45,45,0.783662803119749,0.0024477056588070945,0.9430854511841363
sensitivity_remove_all_near_constant,PC46,46,0.7204604265389862,0.0022502982864130894,0.9453357494705494
sensitivity_remove_all_near_constant,PC47,47,0.67704145356601,0.0021146827315820325,0.9474504322021314
sensitivity_remove_all_near_constant,PC48,48,0.6691129453521404,0.002089918694876794,0.9495403508970083
sensitivity_remove_all_near_constant,PC49,49,0.6331187436786303,0.0019774937963493193,0.9515178446933577
sensitivity_remove_all_near_constant,PC50,50,0.5906547032431012,0.0018448608939631444,0.9533627055873208
sensitivity_remove_all_near_constant,PC51,51,0.5565837519691684,0.001738443108275028,0.9551011486955958
sensitivity_remove_all_near_constant,PC52,52,0.5409859949002879,0.001689724809932669,0.9567908735055285
sensitivity_remove_all_near_constant,PC53,53,0.5132100641703518,0.0016029689979231642,0.9583938425034516
sensitivity_remove_all_near_constant,PC54,54,0.4949193548758903,0.0015458394870347832,0.9599396819904864
sensitivity_remove_all_near_constant,PC55,55,0.4745505724769371,0.0014822192874509202,0.9614219012779374
sensitivity_remove_all_near_constant,PC56,56,0.460826311246319,0.0014393526977092637,0.9628612539756466
sensitivity_remove_all_near_constant,PC57,57,0.42731006359433193,0.0013346674826994953,0.9641959214583461
sensitivity_remove_all_near_constant,PC58,58,0.41297804800950816,0.0012899026227247339,0.9654858240810709
sensitivity_remove_all_near_constant,PC59,59,0.40052816786279277,0.0012510164564230155,0.9667368405374939
sensitivity_remove_all_near_constant,PC60,60,0.39200434382192834,0.0012243930001910222,0.9679612335376849
sensitivity_remove_all_near_constant,PC61,61,0.36948605777388227,0.0011540590045400678,0.969115292542225
sensitivity_remove_all_near_constant,PC62,62,0.34442706346787255,0.0010757893177275088,0.9701910818599525
sensitivity_remove_all_near_constant,PC63,63,0.3385613523700525,0.0010574682564369836,0.9712485501163894
sensitivity_remove_all_near_constant,PC64,64,0.3058320446742251,0.0009552409830012765,0.9722037910993907
sensitivity_remove_all_near_constant,PC65,65,0.2897895175739529,0.0009051334824173779,0.9731089245818081
sensitivity_remove_all_near_constant,PC66,66,0.285998411644103,0.000893292278010726,0.9740022168598188
sensitivity_remove_all_near_constant,PC67,67,0.27820698571563635,0.0008689564064351423,0.9748711732662539
sensitivity_remove_all_near_constant,PC68,68,0.26801376692098033,0.0008371187343830649,0.975708292000637
sensitivity_remove_all_near_constant,PC69,69,0.2641981035228996,0.0008252008267646293,0.9765334928274017
sensitivity_remove_all_near_constant,PC70,70,0.2558829605992178,0.0007992291686649203,0.9773327219960666
sensitivity_remove_all_near_constant,PC71,71,0.2447411778508494,0.0007644287359101539,0.9780971507319768
sensitivity_remove_all_near_constant,PC72,72,0.23078966154022323,0.0007208523338064536,0.9788180030657833
sensitivity_remove_all_near_constant,PC73,73,0.21845494901361323,0.0006823258839980038,0.9795003289497812
sensitivity_remove_all_near_constant,PC74,74,0.2083026076014152,0.0006506158890539392,0.9801509448388351
sensitivity_remove_all_near_constant,PC75,75,0.2048823522903125,0.0006399330057446598,0.9807908778445797
sensitivity_remove_all_near_constant,PC76,76,0.2012331322230459,0.0006285349700419036,0.9814194128146216
sensitivity_remove_all_near_constant,PC77,77,0.19538902145824055,0.0006102813755969933,0.9820296941902187
sensitivity_remove_all_near_constant,PC78,78,0.1860771156875817,0.0005811964115558492,0.9826108906017745
sensitivity_remove_all_near_constant,PC79,79,0.18129875380110946,0.0005662715951899524,0.9831771621969645
sensitivity_remove_all_near_constant,PC80,80,0.17038996409910032,0.0005321988968584173,0.9837093610938229
sensitivity_remove_all_near_constant,PC81,81,0.1583935612683463,0.0004947291292781905,0.9842040902231011
sensitivity_remove_all_near_constant,PC82,82,0.15449702809358434,0.00048255863163095556,0.984686648854732
sensitivity_remove_all_near_constant,PC83,83,0.15195508626509216,0.0004746190875142904,0.9851612679422463
sensitivity_remove_all_near_constant,PC84,84,0.1479752326251772,0.0004621883453164177,0.9856234562875628
sensitivity_remove_all_near_constant,PC85,85,0.14227991504936097,0.0004443994940355707,0.9860678557815983
