descriptor,VIP,VIP_ge_1,coefficient_standardised_X,abs_coefficient_standardised_X,descriptor_category,descriptor_numeric_type,candidate_super_block,is_near_constant,is_rare_binary_like,dominant_value_ratio
nssO,1.0448662110685505,True,-0.04062862381771863,0.04062862381771863,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.4731509625126646
maxaaCH,1.0411969095353422,True,0.12712177412304307,0.12712177412304307,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0288753799392097
ETA_BetaP_ns_d,1.0344745410333012,True,0.01425864688178825,0.01425864688178825,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.1028368794326241
ETA_EtaP,1.0290336979195311,True,0.00032436139864241813,0.00032436139864241813,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0030395136778115
ETA_Beta_ns,1.0281794730760434,True,-0.008246479032355163,0.008246479032355163,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0633232016210739
nBondsM,1.0264470950454296,True,0.010387990492405071,0.010387990492405071,Bond count,integer_count_like,block_Y_topological_connectivity_structure,False,False,0.1752786220871327
ATSc1,1.0255260859398587,True,-0.07939478183260562,0.07939478183260562,Autocorrelation (charge),continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0035460992907801
nHBint10,1.02330510581072,True,0.06393960439280234,0.06393960439280234,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.5015197568389058
MDEC-33,1.0226712745966933,True,-0.004415014367778285,0.004415014367778285,Molecular distance edge,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.0167173252279635
nHBd,1.0217586379039636,True,0.023069293019968722,0.023069293019968722,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.4741641337386018
WTPT-3,1.021274839584346,True,-0.02716984095050383,0.02716984095050383,Weighted path,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.0035460992907801
nHBDon,1.0190669566340687,True,0.02104680989280079,0.02104680989280079,Hbond donor count,integer_low_cardinality,not_assigned,True,False,0.4772036474164133
ETA_dEpsilon_D,1.0188064096320317,True,-0.0732616890068376,0.0732616890068376,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0633232016210739
minHCsats,1.0167611960752292,True,-0.024619724174089516,0.024619724174089516,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.3074974670719351
maxsF,1.0147348733176549,True,0.0171826855773272,0.0171826855773272,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.8348530901722391
Kier3,1.013037889065968,True,0.0008281406793678257,0.0008281406793678257,Kappa shape indices,continuous_float_like,not_assigned,False,False,0.0162107396149949
VPC-4,1.011474453604221,True,0.06597198671365895,0.06597198671365895,Chi path cluster,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.0070921985815602
nBondsD,1.0095638029540794,True,0.04763266304767743,0.04763266304767743,Bond count,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.171225937183384
SPC-6,1.0066270269120279,True,-0.010468326580718,0.010468326580718,Chi path cluster,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.0055724417426545
minsF,1.0047084027720476,True,-0.0010763343623168527,0.0010763343623168527,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.8348530901722391
TopoPSA,1.0040155334046745,True,-0.02963449638407103,0.02963449638407103,Topological polar surface area,continuous_float_like,not_assigned,False,False,0.0531914893617021
SPC-5,1.001028392712426,True,0.029241478735949004,0.029241478735949004,Chi path cluster,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.0081053698074974
SsF,1.0001294415436424,True,0.07371019343653326,0.07371019343653326,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.8348530901722391
ETA_Eta_B_RC,0.9989490582011701,False,0.0241244420513839,0.0241244420513839,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0278622087132725
SPC-4,0.996658375671541,False,-0.01481351005579829,0.01481351005579829,Chi path cluster,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.0091185410334346
nHBint2,0.9947016604354979,False,-0.006494262032381367,0.006494262032381367,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.7826747720364742
nHBDon_Lipinski,0.9934262249117902,False,0.018176373404743193,0.018176373404743193,Hbond donor count,integer_low_cardinality,not_assigned,True,False,0.4726443768996961
SHBint8,0.986641910357004,False,0.10488482450353523,0.10488482450353523,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.7330293819655522
nsssCH,0.98623703234613,False,0.1286431768365419,0.1286431768365419,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.6063829787234043
nF,0.9824427044477663,False,0.059239300377171164,0.059239300377171164,Atom count,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.8348530901722391
nsF,0.9824427044477663,False,0.059239300377171164,0.059239300377171164,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.8348530901722391
nsssN,0.9823955538229046,False,-0.07125788659340762,0.07125788659340762,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.5536980749746707
maxaasC,0.9800022421128808,False,-0.040553141984305104,0.040553141984305104,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0288753799392097
SC-3,0.979146956384104,False,0.03684355348529382,0.03684355348529382,Chi cluster,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.0141843971631205
VPC-5,0.9780389355300502,False,0.11432975398873707,0.11432975398873707,Chi path cluster,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.0045592705167173
ETA_dPsi_A,0.977006121002354,False,0.023854548914268782,0.023854548914268782,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0157041540020263
n5Ring,0.9763829901588302,False,-0.027779324002761646,0.027779324002761646,Ring count,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.4356636271529888
nT5Ring,0.9763829901588302,False,-0.027779324002761646,0.027779324002761646,RingCountDescriptor,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.4356636271529888
ETA_Psi_1,0.9721126723058501,False,-0.024903289895943016,0.024903289895943016,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0157041540020263
nHBint3,0.9720804119307007,False,-0.06466779675547353,0.06466779675547353,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.7938196555217831
VPC-6,0.9686057637471204,False,0.12326279178105826,0.12326279178105826,Chi path cluster,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.0045592705167173
VC-3,0.9670372932726718,False,-0.00041828605745064225,0.00041828605745064225,Chi cluster,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.0091185410334346
SHBint2,0.9641395183551109,False,0.018440202293853784,0.018440202293853784,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.7826747720364742
nHBAcc2,0.9589683429207698,False,-0.0071836902599928055,0.0071836902599928055,Hbond acceptor count,integer_low_cardinality,not_assigned,True,False,0.2360688956433637
SCH-5,0.953225656810327,False,-0.019131310412968543,0.019131310412968543,Chi chain,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.4265450861195542
C2SP3,0.9503152117095819,False,-0.011307273455934054,0.011307273455934054,Carbon types,integer_count_like,block_Y_topological_connectivity_structure,False,False,0.342451874366768
VCH-6,0.9482132342528418,False,-0.011864021241655379,0.011864021241655379,Chi chain,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.022289766970618
nT7Ring,0.9477941849599156,False,0.05171751374656319,0.05171751374656319,RingCountDescriptor,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.9457953394123608
ETA_EtaP_B,0.946649766078208,False,-0.026523626248865388,0.026523626248865388,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0131712259371833
nHBint6,0.9455755720245729,False,-0.1245339249244021,0.1245339249244021,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.538500506585613
nRotB,0.9442463615213383,False,-0.030517589588505756,0.030517589588505756,Rotatable bonds count,integer_count_like,not_assigned,False,False,0.171225937183384
MLFER_BO,0.942802690596546,False,0.02249776145877324,0.02249776145877324,Molecular linear free energy relation,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0101317122593718
SHBint3,0.9418063475612514,False,-0.06296375589818154,0.06296375589818154,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.7938196555217831
nHBint8,0.9413914594484871,False,0.06193599248294123,0.06193599248294123,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.7330293819655522
minssS,0.9413483941719027,False,-0.05277492726535768,0.05277492726535768,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.8880445795339412
maxHBint5,0.931758142886399,False,-0.044652656195852,0.044652656195852,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.6524822695035462
nX,0.9286832514980281,False,0.04386481503980349,0.04386481503980349,Atom count,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.7077001013171226
nBase,0.9277219459894148,False,-0.013852439213357019,0.013852439213357019,Basic group count,integer_low_cardinality,not_assigned,True,False,0.6621073961499493
SHBint6,0.9269881261549539,False,-0.0684092740364112,0.0684092740364112,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.538500506585613
MLFER_BH,0.9263673525263438,False,0.003178549238648231,0.003178549238648231,Molecular linear free energy relation,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0101317122593718
nsNH2,0.9262799981390122,False,0.004252050061649814,0.004252050061649814,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.9746707193515703
nHsNH2,0.9262799981390122,False,0.004252050061649814,0.004252050061649814,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.9746707193515703
SCH-6,0.9261381450100749,False,0.01769948901235363,0.01769948901235363,Chi chain,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.0243161094224924
SHsNH2,0.9248963303975644,False,0.022575588772210952,0.022575588772210952,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9746707193515703
ETA_EtaP_B_RC,0.9247210990920358,False,-0.022957859443841603,0.022957859443841603,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0126646403242147
SsNH2,0.9232124450186754,False,-0.006508561684167911,0.006508561684167911,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9746707193515703
n7Ring,0.9213081366521627,False,0.06023257050271797,0.06023257050271797,Ring count,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.9493414387031408
SsssCH,0.9183774610836767,False,0.12552233148045733,0.12552233148045733,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.6063829787234043
nHCsatu,0.9178471253015665,False,-0.043114728215374445,0.043114728215374445,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.6170212765957447
MLFER_S,0.9151511984683648,False,0.05758175319436036,0.05758175319436036,Molecular linear free energy relation,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.008611955420466
SHBint5,0.9142386235456538,False,0.05945214607919626,0.05945214607919626,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.6388044579533941
minssCH2,0.9111998614426159,False,0.011838816888627531,0.011838816888627531,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.2548125633232016
SssS,0.9109473785237309,False,0.047993307774536365,0.047993307774536365,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.8880445795339412
SHBint4,0.9106024507522475,False,0.012058335007562112,0.012058335007562112,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.5785207700101317
nHBint9,0.909095769211569,False,0.017477805369945622,0.017477805369945622,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.7548125633232016
mindsCH,0.9039647394127749,False,-0.10749766093843963,0.10749766093843963,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.7781155015197568
SHdNH,0.9010037180073581,False,-0.017332655086113976,0.017332655086113976,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9924012158054712
nHBa,0.9007162197942606,False,0.02599065366526062,0.02599065366526062,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.1965552178318135
ndNH,0.8972824410067307,False,-0.023593706549798085,0.023593706549798085,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.9924012158054712
nHdNH,0.8972824410067307,False,-0.023593706549798085,0.023593706549798085,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.9924012158054712
nssS,0.8959458965787074,False,-0.026936810118518166,0.026936810118518166,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.8880445795339412
minHBa,0.8936265341898804,False,-0.10610444064853201,0.10610444064853201,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0035460992907801
SdNH,0.8935339109950252,False,-0.02554819814551562,0.02554819814551562,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9924012158054712
MDEN-12,0.8892855471608193,False,0.10185927366531346,0.10185927366531346,Molecular distance edge,continuous_float_like,block_Y_topological_connectivity_structure,True,False,0.9650455927051672
nHBint5,0.8866462079809929,False,-0.026142102004058507,0.026142102004058507,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.6388044579533941
minHaaNH,0.8859009940526995,False,-0.018987541163570397,0.018987541163570397,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.9275582573454914
SHCsatu,0.8856294605085364,False,0.04387003583989024,0.04387003583989024,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.6170212765957447
maxHaaNH,0.8852878901090903,False,-0.02285997571046315,0.02285997571046315,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.9275582573454914
ETA_Eta_B,0.8842813180636035,False,0.03824549437394726,0.03824549437394726,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0278622087132725
nG12Ring,0.8841404118578382,False,0.09183701647281337,0.09183701647281337,Ring count,binary_like,block_Y_topological_connectivity_structure,True,True,0.997467071935157
nHBint7,0.8827348335100463,False,-0.16189394524075057,0.16189394524075057,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.6514690982776089
SHaaNH,0.8819979144516235,False,0.051927722252413114,0.051927722252413114,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.9275582573454914
ETA_Epsilon_3,0.8817230348720216,False,0.07006936000490288,0.07006936000490288,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.083080040526849
VCH-5,0.8816235653793312,False,0.14263963075893354,0.14263963075893354,Chi chain,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.4265450861195542
nTRing,0.8796086864641304,False,-0.009202974903666304,0.009202974903666304,RingCountDescriptor,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.2487335359675785
ATSc5,0.8749945354845327,False,-0.016855329344142175,0.016855329344142175,Autocorrelation (charge),continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0030395136778115
nS,0.8702369052015778,False,-0.06529668284295384,0.06529668284295384,Atom count,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.7325227963525835
MDEO-22,0.8680271309253246,False,0.10286995016843345,0.10286995016843345,Molecular distance edge,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.7137791286727457
ETA_dEpsilon_B,0.8673494370262719,False,0.04626158140969916,0.04626158140969916,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0106382978723404
nF11Ring,0.8672273277104736,False,-0.002211252452837414,0.002211252452837414,Ring count,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.9579533941236068
nT11Ring,0.8672273277104736,False,-0.002211252452837414,0.002211252452837414,RingCountDescriptor,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.9579533941236068
minaasC,0.865485503351744,False,-0.01231645404506257,0.01231645404506257,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0268490374873353
WPATH,0.8608987616686545,False,0.008401672485176972,0.008401672485176972,Wiener numbers,integer_count_like,not_assigned,False,False,0.0060790273556231
nAtomLC,0.8580790156458765,False,0.03505905014761103,0.03505905014761103,Largest chain,integer_count_like,not_assigned,False,False,0.2467071935157041
nAtomLAC,0.8561026320105337,False,0.09895819103993944,0.09895819103993944,Longest aliphatic chain,integer_low_cardinality,not_assigned,True,False,0.4088145896656535
SdssC,0.8534380485758523,False,-0.06714406526059541,0.06714406526059541,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.3824721377912867
BCUTp-1l,0.8533484285381185,False,0.0016151569020717033,0.0016151569020717033,BCUT,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0030395136778115
DELS,0.8488549927253826,False,-0.026735533619038947,0.026735533619038947,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0030395136778115
DELS2,0.8468567646341292,False,0.0003847309791942077,0.0003847309791942077,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0030395136778115
nHaaNH,0.8431168044219128,False,0.0453371114232662,0.0453371114232662,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.9275582573454914
naaNH,0.8431168044219128,False,0.0453371114232662,0.0453371114232662,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.9275582573454914
SHBa,0.8418183398735416,False,0.03851744789289232,0.03851744789289232,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0030395136778115
WTPT-4,0.8382087209355806,False,0.031216381685645035,0.031216381685645035,Weighted path,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.0253292806484295
maxHBint4,0.836774755156309,False,0.02590676673626801,0.02590676673626801,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.6940222897669707
SC-5,0.8366186927098194,False,-0.13382277593721542,0.13382277593721542,Chi cluster,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.0354609929078014
MDEC-34,0.8308064961463103,False,-0.17304544841777933,0.17304544841777933,Molecular distance edge,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.779128672745694
maxHBint3,0.8305915094097243,False,-0.12397368939319975,0.12397368939319975,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.8095238095238095
nT10Ring,0.8280488796120106,False,-0.013119038266618328,0.013119038266618328,RingCountDescriptor,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.4989868287740628
nF10Ring,0.8280488796120106,False,-0.013119038266618328,0.013119038266618328,Ring count,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.4989868287740628
SHBint9,0.8272555031319401,False,0.027369502338414828,0.027369502338414828,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.7548125633232016
MDEN-13,0.8267862697400852,False,0.008564026424773483,0.008564026424773483,Molecular distance edge,continuous_float_like,block_Y_topological_connectivity_structure,True,False,0.9772036474164134
ETA_EtaP_L,0.8262068188281433,False,0.02005889037624983,0.02005889037624983,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0045592705167173
nsCH3,0.8258458763474553,False,-0.022369728761385495,0.022369728761385495,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.3642350557244174
maxaaNH,0.8249701612478084,False,-0.05063794263180902,0.05063794263180902,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.9275582573454914
minaaNH,0.8247837299967081,False,-0.04922821649894098,0.04922821649894098,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.9275582573454914
VC-6,0.8236678121687823,False,0.11805317121967046,0.11805317121967046,Chi cluster,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.7477203647416414
mindssC,0.823347725074385,False,-0.01686940570545596,0.01686940570545596,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.3824721377912867
nO,0.8210429581823947,False,0.015729495468535616,0.015729495468535616,Atom count,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.2953394123606889
SCH-7,0.8201978631626883,False,-0.043383474605730415,0.043383474605730415,Chi chain,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.0162107396149949
SaaNH,0.8165604155198294,False,0.04387170186429966,0.04387170186429966,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.9275582573454914
SaasN,0.8153581001998764,False,-0.06364400534161226,0.06364400534161226,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.903242147922999
nHBAcc3,0.8139007764002217,False,0.0027962358554311614,0.0027962358554311614,Hbond acceptor count,integer_low_cardinality,not_assigned,True,False,0.270516717325228
minHBint3,0.8102424125767558,False,0.057095750939021334,0.057095750939021334,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.7938196555217831
ETA_dBetaP,0.8100436714190397,False,0.035243007129342724,0.035243007129342724,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0243161094224924
ETA_dBeta,0.8099199152534466,False,0.005519116057539811,0.005519116057539811,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0329280648429584
maxaasN,0.8091611608588526,False,-0.05123801174977301,0.05123801174977301,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.903242147922999
MDEN-11,0.8081379888926254,False,-0.041892738435930534,0.041892738435930534,Molecular distance edge,continuous_float_like,block_Y_topological_connectivity_structure,True,False,0.9883485309017224
minaasN,0.8072745425312949,False,-0.04755060407843441,0.04755060407843441,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.903242147922999
ETA_BetaP,0.8058095850037076,False,0.0033677424778174032,0.0033677424778174032,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0227963525835866
ETA_Shape_Y,0.8031693052590901,False,0.06741981377335729,0.06741981377335729,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0096251266464032
minHCsatu,0.8031393306418184,False,-0.06456294402530387,0.06456294402530387,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.6170212765957447
ETA_BetaP_ns,0.797501510775098,False,0.019110826542982014,0.019110826542982014,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0217831813576494
minHBint7,0.7907668837004106,False,0.10662435412202732,0.10662435412202732,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.6514690982776089
HybRatio,0.7892495668748173,False,-0.007253210053731142,0.007253210053731142,HybridizationRatioDescriptor,continuous_float_like,not_assigned,False,False,0.1357649442755825
VCH-7,0.7884715588261185,False,-0.05837339673534577,0.05837339673534577,Chi chain,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.0146909827760891
MDEC-11,0.7876155651704251,False,-0.12950437653280025,0.12950437653280025,Molecular distance edge,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.6732522796352584
minwHBa,0.786327452256719,False,0.17778464199350874,0.17778464199350874,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0030395136778115
maxdsCH,0.786123975319885,False,-0.053065942694602915,0.053065942694602915,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.7781155015197568
ETA_dAlpha_B,0.7824352889415366,False,0.03573814372310223,0.03573814372310223,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0759878419452887
MDEC-24,0.7816551393446567,False,-0.10159261141730934,0.10159261141730934,Molecular distance edge,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.779128672745694
MDEC-13,0.7814213961026598,False,0.01665929428153306,0.01665929428153306,Molecular distance edge,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.3520770010131712
ALogp2,0.7795622923264849,False,-0.03500848957465714,0.03500848957465714,ALOGP,continuous_float_like,not_assigned,False,False,0.0045592705167173
maxHdNH,0.7792767935063605,False,0.004966049779596357,0.004966049779596357,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9924012158054712
MAXDP,0.7780708119992986,False,0.037502991716319184,0.037502991716319184,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0030395136778115
MAXDP2,0.7779987642747686,False,0.02001472024335446,0.02001472024335446,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0030395136778115
nF9Ring,0.7755133818272653,False,0.08556760750954634,0.08556760750954634,Ring count,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.6058763931104356
nT9Ring,0.7755133818272653,False,0.08556760750954634,0.08556760750954634,RingCountDescriptor,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.6058763931104356
SsCH3,0.7746695318839141,False,-0.04579875049196318,0.04579875049196318,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.3642350557244174
ETA_EtaP_F_L,0.7741063946524644,False,-0.01667632655572438,0.01667632655572438,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0045592705167173
naasN,0.7723699591098252,False,0.0903497402545719,0.0903497402545719,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.903242147922999
maxdNH,0.772214045096907,False,-0.011751357349394973,0.011751357349394973,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9924012158054712
nT12Ring,0.7682511539815866,False,0.004634151251009277,0.004634151251009277,RingCountDescriptor,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.958966565349544
mindNH,0.7651693080464019,False,-0.01246253371343508,0.01246253371343508,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9924012158054712
minHdNH,0.7640073864962368,False,0.004192080033309209,0.004192080033309209,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9924012158054712
maxdssC,0.762896120982602,False,0.09603032482537249,0.09603032482537249,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.6266464032421479
maxHBint6,0.7620041653049366,False,0.02189766330411062,0.02189766330411062,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.6099290780141844
nFG12Ring,0.759075203119355,False,-0.045659711303916994,0.045659711303916994,Ring count,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.7836879432624113
nF12Ring,0.7589145789260154,False,0.0031895199014320076,0.0031895199014320076,Ring count,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.9594731509625126
