descriptor,VIP,VIP_ge_1,coefficient_standardised_X,abs_coefficient_standardised_X,descriptor_category,descriptor_numeric_type,candidate_super_block,is_near_constant,is_rare_binary_like,dominant_value_ratio
mindS,0.7563962747207833,False,0.044655705111338276,0.044655705111338276,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9832826747720363
maxdS,0.7563962747207833,False,0.044655705111338276,0.044655705111338276,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9832826747720363
SdS,0.7563962747207833,False,0.044655705111338276,0.044655705111338276,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9832826747720363
MDEC-12,0.7549118250475745,False,0.15565560614203378,0.15565560614203378,Molecular distance edge,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.3520770010131712
minHBint4,0.7536309165120166,False,-0.01505115913581215,0.01505115913581215,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.5785207700101317
BCUTw-1l,0.7531358974982364,False,-0.04139159151487927,0.04139159151487927,BCUT,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.2537993920972644
ndS,0.7514458018700428,False,-0.07643112024335763,0.07643112024335763,Atom type electrotopological state,binary_like,block_X_local_electronic_atom_environment,True,True,0.9832826747720363
nTG12Ring,0.7498542698408571,False,-0.04089781863059263,0.04089781863059263,RingCountDescriptor,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.7811550151975684
VC-4,0.7473611867693296,False,-0.05160772369078086,0.05160772369078086,Chi cluster,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.7223910840932117
maxHBint8,0.7405407775317648,False,0.013266208263144987,0.013266208263144987,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.7406281661600811
BCUTw-1h,0.7389299572661049,False,0.12123924917899115,0.12123924917899115,BCUT,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0146909827760891
maxHCsatu,0.7382336210380692,False,0.046090922279197116,0.046090922279197116,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.6170212765957447
C4SP3,0.7326507779582718,False,-0.01539771996595355,0.01539771996595355,Carbon types,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.8632218844984803
minHBint8,0.729991289301405,False,-0.0513884044258493,0.0513884044258493,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.7330293819655522
minHBint9,0.7259017845821742,False,0.021476522929705574,0.021476522929705574,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.7548125633232016
VC-5,0.7255263607735163,False,0.11000672658755659,0.11000672658755659,Chi cluster,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.0253292806484295
MDEC-44,0.7216515198617958,False,0.024652132092820758,0.024652132092820758,Molecular distance edge,continuous_float_like,block_Y_topological_connectivity_structure,True,False,0.9544072948328268
SHBint7,0.718775968641736,False,-0.05975844151682509,0.05975844151682509,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.6514690982776089
C3SP3,0.7171460029406914,False,-0.12556267457244713,0.12556267457244713,Carbon types,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.7639311043566362
maxHBint2,0.7158981676160892,False,-0.08706860606918698,0.08706860606918698,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.7847011144883486
MDEO-11,0.712503095860118,False,-0.06837261197133448,0.06837261197133448,Molecular distance edge,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.2441742654508611
maxHother,0.7090095563876979,False,-0.12292235849857132,0.12292235849857132,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0060790273556231
gmin,0.707918335500146,False,-0.11954361762229757,0.11954361762229757,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0035460992907801
nssssC,0.7058595518186048,False,-0.053242486790472596,0.053242486790472596,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.779128672745694
minaaCH,0.6995185267913544,False,0.01172134698722445,0.01172134698722445,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0288753799392097
MDEC-14,0.699436233197243,False,0.09114012560205975,0.09114012560205975,Molecular distance edge,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.8115501519756839
ETA_Shape_X,0.6954790869047165,False,0.08368491297715547,0.08368491297715547,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.7223910840932117
SC-6,0.6928941712386568,False,-0.09071835314027915,0.09071835314027915,Chi cluster,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.7477203647416414
minHAvin,0.6925957843755427,False,0.14035904120808582,0.14035904120808582,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.8449848024316109
ATSm1,0.6924477045720945,False,-0.016882322540160033,0.016882322540160033,Autocorrelation (mass),continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.0151975683890577
maxHAvin,0.6872558074662729,False,0.1395100446007871,0.1395100446007871,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.8449848024316109
minaaaC,0.680704698036918,False,-0.12046905338858874,0.12046905338858874,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.6448834853090172
minHother,0.6790559242449126,False,0.08678320187989284,0.08678320187989284,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0060790273556231
SssssC,0.6724876828535157,False,0.1249289628121935,0.1249289628121935,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.779128672745694
minsssCH,0.6701954798374449,False,-0.07169631467653692,0.07169631467653692,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.6063829787234043
FMF,0.6701612572149256,False,0.07110545184491919,0.07110545184491919,FMFDescriptor,continuous_float_like,not_assigned,False,False,0.0673758865248227
SdsCH,0.6700285600765954,False,-0.051492467793461234,0.051492467793461234,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.7781155015197568
nwHBd,0.669825927872126,False,0.0960022933900262,0.0960022933900262,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.9822695035460992
naaS,0.6681600883712322,False,-0.06079052615443689,0.06079052615443689,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.9052684903748732
MAXDN2,0.6680623742526912,False,-0.08539837820194704,0.08539837820194704,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0035460992907801
naaaC,0.6641874777387171,False,0.10412261350191239,0.10412261350191239,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.6448834853090172
ETA_dAlpha_A,0.6641365197503931,False,-0.038731236824085316,0.038731236824085316,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.9275582573454914
nAcid,0.6624181290718693,False,-0.05459450031751099,0.05459450031751099,Acidic group count,integer_low_cardinality,not_assigned,True,False,0.9017223910840932
ETA_EtaP_F,0.6613234474400307,False,-0.035694337370628354,0.035694337370628354,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0030395136778115
maxHsNH2,0.6574650952949418,False,0.03534584319808214,0.03534584319808214,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9746707193515703
minHdsCH,0.6562997891095095,False,-0.0458866793167452,0.0458866793167452,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.7781155015197568
nFRing,0.6525258304275307,False,0.0049793067917320265,0.0049793067917320265,Ring count,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.5668693009118541
LipinskiFailures,0.6519087101703023,False,0.010718081100107706,0.010718081100107706,Rule of five,integer_low_cardinality,not_assigned,True,False,0.89209726443769
minaaS,0.6512141711038377,False,-0.030084923282196023,0.030084923282196023,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.9052684903748732
minHBint6,0.650691175556538,False,0.03008867193013242,0.03008867193013242,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.538500506585613
SaaS,0.6477269168829302,False,-0.036987295178970266,0.036987295178970266,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.9052684903748732
maxsNH2,0.6471959524983127,False,-0.04110975935258687,0.04110975935258687,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9746707193515703
maxaaaC,0.6467824803941732,False,-0.020869040717213787,0.020869040717213787,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.6474164133738601
minHCHnX,0.6449124812994722,False,-0.09832565079546467,0.09832565079546467,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9802431610942248
nAtomP,0.6432676645826408,False,-0.05615053188998377,0.05615053188998377,Largest Pi system,integer_count_like,not_assigned,False,False,0.119047619047619
nHBint4,0.6409784742646029,False,-0.010770231986344653,0.010770231986344653,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.5785207700101317
nHCHnX,0.6404461450794509,False,0.027965263974104836,0.027965263974104836,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.9802431610942248
maxsCH3,0.6395146622324249,False,0.007072066605733143,0.007072066605733143,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.3642350557244174
maxHaaCH,0.6365824016314054,False,0.0026637080772590033,0.0026637080772590033,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0288753799392097
maxHdsCH,0.6364101071490036,False,-0.04419453010235955,0.04419453010235955,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.7781155015197568
maxHCHnX,0.6341409643891276,False,-0.05467571157884675,0.05467571157884675,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9802431610942248
minssssC,0.6312933802607399,False,-0.031904242978316844,0.031904242978316844,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.779128672745694
minsNH2,0.6296886507606396,False,-0.04546881498494256,0.04546881498494256,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9746707193515703
SHCHnX,0.6277006387010527,False,-0.01418396584771746,0.01418396584771746,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9802431610942248
SwHBd,0.6274318516613191,False,0.02166223496007496,0.02166223496007496,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9822695035460992
minsCH3,0.6262246026963474,False,-0.0877312653732943,0.0877312653732943,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.3642350557244174
MAXDN,0.6261661653363209,False,0.018380951099962826,0.018380951099962826,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0035460992907801
minHaaCH,0.6256892668687128,False,0.009249040507256542,0.009249040507256542,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0288753799392097
hmax,0.6251142186170805,False,0.04795131834012383,0.04795131834012383,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.022289766970618
minwHBd,0.6249151791144448,False,-0.0610722949552444,0.0610722949552444,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9822695035460992
maxwHBd,0.6245258251189748,False,-0.017830014159508592,0.017830014159508592,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9822695035460992
maxsBr,0.6212572521563136,False,-0.09463485737699386,0.09463485737699386,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9594731509625126
minHsNH2,0.6203674597311869,False,0.028684941406203028,0.028684941406203028,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9746707193515703
ETA_AlphaP,0.6189502939083115,False,-0.0441639927624177,0.0441639927624177,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0238095238095238
SC-4,0.6179361444005879,False,-0.022353260217983787,0.022353260217983787,Chi cluster,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.7223910840932117
gmax,0.6137178857163402,False,-0.04552599414098116,0.04552599414098116,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0030395136778115
SaaaC,0.6128925861421429,False,0.010839902778092578,0.010839902778092578,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.6448834853090172
SHdsCH,0.6099985986290201,False,0.10742006558185678,0.10742006558185678,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.7781155015197568
maxHBint9,0.6075747454160373,False,0.017257385231216622,0.017257385231216622,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.7563323201621074
nF8Ring,0.6037030581323217,False,0.029845138087886452,0.029845138087886452,Ring count,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.9701114488348532
nT8Ring,0.6035833202203663,False,0.028463992655046993,0.028463992655046993,RingCountDescriptor,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.9680851063829788
nF6Ring,0.6023219157632512,False,-0.029947035958510643,0.029947035958510643,Ring count,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.9696048632218844
maxwHBa,0.5976298754321959,False,-0.06908891322104399,0.06908891322104399,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0035460992907801
MDEN-33,0.5908575360522048,False,0.019384421219060238,0.019384421219060238,Molecular distance edge,continuous_float_like,block_Y_topological_connectivity_structure,False,False,0.8708206686930091
ndsCH,0.5895712936617493,False,0.02546021395480604,0.02546021395480604,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.7781155015197568
nHdsCH,0.5895712936617493,False,0.02546021395480599,0.02546021395480599,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.7781155015197568
SsBr,0.5837252674614843,False,0.02670389195831234,0.02670389195831234,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.941742654508612
minsBr,0.5766255796874384,False,0.058181441061549335,0.058181441061549335,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.941742654508612
mintsC,0.5744298824181105,False,0.04366215852957364,0.04366215852957364,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.9483282674772036
maxtsC,0.5728183952409396,False,0.04155326846627155,0.04155326846627155,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.9483282674772036
nHAvin,0.5666970273347851,False,-0.08112195760353172,0.08112195760353172,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.8449848024316109
maxHBint7,0.5620869969305977,False,0.05740642783638015,0.05740642783638015,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.6636271529888551
minddssS,0.5616277547730444,False,0.028989115353194254,0.028989115353194254,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.9376899696048632
SddssS,0.5616277547730444,False,0.028989115353194254,0.028989115353194254,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.9376899696048632
SHAvin,0.5614746556750662,False,-0.0552660389038702,0.0552660389038702,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.8449848024316109
nBondsT,0.5569818007559911,False,-0.0108805576956473,0.0108805576956473,Bond count,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.9483282674772036
nddssS,0.5569704520751656,False,0.012810315098769355,0.012810315098769355,Atom type electrotopological state,binary_like,block_X_local_electronic_atom_environment,True,False,0.9376899696048632
VCH-4,0.5560571855614104,False,0.001789612804304658,0.001789612804304658,Chi chain,continuous_float_like,block_Y_topological_connectivity_structure,True,False,0.9842958459979736
C1SP1,0.5548358707748744,False,-0.01151781092625626,0.01151781092625626,Carbon types,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.9513677811550152
maxHBa,0.5443015667000797,False,0.033673939958102764,0.033673939958102764,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.0030395136778115
SCH-4,0.5439849341428807,False,0.01915636279071585,0.01915636279071585,Chi chain,continuous_float_like,block_Y_topological_connectivity_structure,True,False,0.9842958459979736
ntsC,0.5398771656272788,False,-0.009789466933327365,0.009789466933327365,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.9483282674772036
StsC,0.5276564180902754,False,-0.005229212218541198,0.005229212218541198,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.9483282674772036
maxdCH2,0.5252744757285576,False,-0.0010872195486885646,0.0010872195486885646,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9766970618034448
SdCH2,0.5252744757285576,False,-0.0010872195486885646,0.0010872195486885646,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9766970618034448
mindCH2,0.5252744757285576,False,-0.0010872195486885646,0.0010872195486885646,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9766970618034448
maxtCH,0.5214804731960447,False,0.05262260591931707,0.05262260591931707,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.991388044579534
mintCH,0.5214804731960447,False,0.05262260591931707,0.05262260591931707,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.991388044579534
StCH,0.5214804731960447,False,0.05262260591931707,0.05262260591931707,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.991388044579534
nHdCH2,0.5201518183785473,False,0.006639968174031549,0.006639968174031549,Atom type electrotopological state,binary_like,block_X_local_electronic_atom_environment,True,True,0.9766970618034448
ndCH2,0.5201518183785471,False,0.006639968174031447,0.006639968174031447,Atom type electrotopological state,binary_like,block_X_local_electronic_atom_environment,True,True,0.9766970618034448
minHtCH,0.5159036470874632,False,-0.06109350228299194,0.06109350228299194,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.991388044579534
SHtCH,0.5159036470874632,False,-0.06109350228299194,0.06109350228299194,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.991388044579534
maxHtCH,0.5159036470874632,False,-0.06109350228299194,0.06109350228299194,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.991388044579534
ntCH,0.515358955578174,False,0.035118853644346436,0.035118853644346436,Atom type electrotopological state,binary_like,block_X_local_electronic_atom_environment,True,True,0.991388044579534
nHtCH,0.515358955578174,False,0.035118853644346394,0.035118853644346394,Atom type electrotopological state,binary_like,block_X_local_electronic_atom_environment,True,True,0.991388044579534
maxHdCH2,0.5010271529125438,False,0.007310730968294662,0.007310730968294662,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9766970618034448
minHdCH2,0.5010271529125438,False,0.007310730968294662,0.007310730968294662,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9766970618034448
SHdCH2,0.5010271529125438,False,0.007310730968294662,0.007310730968294662,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9766970618034448
nsBr,0.500778276508819,False,-0.02035966195707195,0.02035966195707195,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.941742654508612
nBr,0.500778276508819,False,-0.02035966195707195,0.02035966195707195,Atom count,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.941742654508612
ETA_dPsi_B,0.49831406209262563,False,-0.0430449658964043,0.0430449658964043,Extended topochemical atom,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9979736575481256
minHBint2,0.49699647696407684,False,0.05849018905106688,0.05849018905106688,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.7826747720364742
maxssssC,0.4963256554980377,False,-0.029188993955663822,0.029188993955663822,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.9199594731509624
StN,0.4912167683872854,False,-0.03604651417167268,0.03604651417167268,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9599797365754812
ntN,0.49061638271365254,False,-0.02762190787264223,0.02762190787264223,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.9599797365754812
mintN,0.4805579438000094,False,0.01708052056414152,0.01708052056414152,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9599797365754812
maxtN,0.48051911660249474,False,0.016777824279423523,0.016777824279423523,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9599797365754812
SsI,0.46487399120571615,False,0.013774453586887683,0.013774453586887683,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9979736575481256
nsI,0.4631429250900393,False,0.010580061972779454,0.010580061972779454,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.9979736575481256
nI,0.4631429250900393,False,0.010580061972779454,0.010580061972779454,Atom count,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.9979736575481256
minsCl,0.46209237643824064,False,0.05152903779160281,0.05152903779160281,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.9123606889564336
maxsCl,0.4539534270430624,False,0.03695493363699981,0.03695493363699981,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.9123606889564336
minsI,0.4453179863612783,False,0.02906244058328962,0.02906244058328962,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9979736575481256
n3Ring,0.44204215873947156,False,-0.0020625748741165515,0.0020625748741165515,Ring count,binary_like,block_Y_topological_connectivity_structure,True,True,0.9934143870314084
VCH-3,0.4402863139175982,False,-0.008390183168770857,0.008390183168770857,Chi chain,continuous_float_like,block_Y_topological_connectivity_structure,True,False,0.9934143870314084
SCH-3,0.440286313917598,False,-0.008390183168770837,0.008390183168770837,Chi chain,continuous_float_like,block_Y_topological_connectivity_structure,True,False,0.9934143870314084
nsCl,0.4332439090892231,False,-0.008593949186987988,0.008593949186987988,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.9123606889564336
nCl,0.4332439090892231,False,-0.008593949186987988,0.008593949186987988,Atom count,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.9123606889564336
SsCl,0.4279838671012555,False,-0.060370365197065005,0.060370365197065005,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,False,False,0.9123606889564336
C2SP1,0.42499847033248955,False,0.023812218936650083,0.023812218936650083,Carbon types,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.9883485309017224
minsOm,0.42075630846282797,False,0.03351191477552597,0.03351191477552597,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9908814589665652
maxsOm,0.42014150025749764,False,0.03220409267655827,0.03220409267655827,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9908814589665652
SsOm,0.40765154163359246,False,-0.03004578537710925,0.03004578537710925,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9908814589665652
nsOm,0.4075855015524308,False,-0.03313986466325286,0.03313986466325286,Atom type electrotopological state,integer_low_cardinality,block_X_local_electronic_atom_environment,True,False,0.9908814589665652
nF7Ring,0.4074193338691133,False,-0.022583212903067158,0.022583212903067158,Ring count,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.99645390070922
PetitjeanNumber,0.4003317190452827,False,-0.03074657704489814,0.03074657704489814,Petitjean number,continuous_float_like,not_assigned,True,False,0.4792299898682877
n12Ring,0.39510554151826305,False,0.01617734321879531,0.01617734321879531,Ring count,binary_like,block_Y_topological_connectivity_structure,True,True,0.9994934143870314
nT4Ring,0.3342605278634618,False,-0.007152156427569764,0.007152156427569764,RingCountDescriptor,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.9908814589665652
n4Ring,0.3342605278634618,False,-0.007152156427569764,0.007152156427569764,Ring count,integer_low_cardinality,block_Y_topological_connectivity_structure,True,False,0.9908814589665652
mindsssP,0.2844850629985826,False,-0.005803515901462941,0.005803515901462941,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9989868287740628
SdsssP,0.2844850629985826,False,-0.005803515901462941,0.005803515901462941,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9989868287740628
ndsssP,0.2844338394402036,False,0.005849105229304109,0.005849105229304109,Atom type electrotopological state,binary_like,block_X_local_electronic_atom_environment,True,True,0.9989868287740628
nP,0.2844338394402036,False,0.005849105229304109,0.005849105229304109,Atom count,binary_like,block_Y_topological_connectivity_structure,True,True,0.9989868287740628
SdssS,0.27208016003226354,False,-0.02004592967925495,0.02004592967925495,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9994934143870314
ndssS,0.27208016003226354,False,0.020045929679254927,0.020045929679254927,Atom type electrotopological state,binary_like,block_X_local_electronic_atom_environment,True,True,0.9994934143870314
mindssS,0.27208016003226354,False,-0.02004592967925495,0.02004592967925495,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9994934143870314
maxsSH,0.26183410714743394,False,-0.002119568123072477,0.002119568123072477,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9994934143870314
SsSH,0.26183410714743394,False,-0.002119568123072477,0.002119568123072477,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9994934143870314
minsSH,0.26183410714743394,False,-0.002119568123072477,0.002119568123072477,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9994934143870314
nsSH,0.2618341071474338,False,-0.0021195681230724655,0.0021195681230724655,Atom type electrotopological state,binary_like,block_X_local_electronic_atom_environment,True,True,0.9994934143870314
maxHsSH,0.2618341071474338,False,-0.0021195681230724685,0.0021195681230724685,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9994934143870314
SHsSH,0.2618341071474338,False,-0.0021195681230724685,0.0021195681230724685,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9994934143870314
minHsSH,0.2618341071474338,False,-0.002119568123072466,0.002119568123072466,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9994934143870314
nHsSH,0.2618341071474338,False,-0.0021195681230724655,0.0021195681230724655,Atom type electrotopological state,binary_like,block_X_local_electronic_atom_environment,True,True,0.9994934143870314
n8Ring,0.2514671559744947,False,-0.006679329101892204,0.006679329101892204,Ring count,binary_like,block_Y_topological_connectivity_structure,True,True,0.9979736575481256
SssssNp,0.19120010831441306,False,0.003856252058041393,0.003856252058041393,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9994934143870314
maxssssNp,0.19120010831441306,False,0.003856252058041393,0.003856252058041393,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9994934143870314
minssssNp,0.19120010831441306,False,0.003856252058041393,0.003856252058041393,Atom type electrotopological state,continuous_float_like,block_X_local_electronic_atom_environment,True,False,0.9994934143870314
