dataset_name,n_components,fold,rmse,mae,r2
block_X_plus_block_Y,2,2,1.084561343814144,0.8069750736656772,0.4304108166174029
block_X_plus_block_Y,2,3,0.9561049253608146,0.7692268181990619,0.5580724863026989
block_X_plus_block_Y,2,4,0.9577507477922689,0.7524504721459984,0.5248721202279452
block_X_plus_block_Y,2,5,1.021231871720258,0.8092431775006645,0.48187147719053924
block_X_plus_block_Y,3,1,0.986901140173213,0.7809987326550357,0.5192708780617543
block_X_plus_block_Y,3,2,0.9886818276207815,0.7557649160272608,0.5266672063420488
block_X_plus_block_Y,3,3,0.8987001485469616,0.7195503979894721,0.6095462871581363
block_X_plus_block_Y,3,4,0.9014103994258306,0.696681811700329,0.5791274088737806
block_X_plus_block_Y,3,5,0.9660527672521211,0.7679770965899965,0.5363497717514625
block_X_plus_block_Y,4,1,0.9630351984156313,0.7569393246254819,0.5422404096955522
block_X_plus_block_Y,4,2,0.9390006822568339,0.70996066725893,0.5730418512972959
block_X_plus_block_Y,4,3,0.8618420642028438,0.6809504234810341,0.6409166203989836
block_X_plus_block_Y,4,4,0.8916178748742135,0.6847386874642195,0.5882220867725405
block_X_plus_block_Y,4,5,0.9393068941253636,0.7397109924080505,0.5616673713270719
block_X_plus_block_Y,5,1,0.9256644691180611,0.7229117991336955,0.5770779599037753
block_X_plus_block_Y,5,2,0.918025577651065,0.7038690941114006,0.591903327131887
block_X_plus_block_Y,5,3,0.8584526657596614,0.6665551738802764,0.6437354278739784
block_X_plus_block_Y,5,4,0.9012749960822776,0.6933919652942504,0.5792538402438991
block_X_plus_block_Y,5,5,0.8982835611195666,0.7079473070696819,0.5991188051244052
block_X_plus_block_Y,6,1,0.9269530231822279,0.7159069190115053,0.5758996988144374
block_X_plus_block_Y,6,2,0.9039460431131088,0.7034803046380139,0.6043250946431383
block_X_plus_block_Y,6,3,0.8410860319193261,0.6486133360199076,0.6580042010864635
block_X_plus_block_Y,6,4,0.8791428661486219,0.6747779112254292,0.5996642004529158
block_X_plus_block_Y,6,5,0.8785073906029433,0.6860689095304672,0.6165757126816257
block_X_plus_block_Y,7,1,0.9325312986726745,0.711861723288922,0.5707799858843431
block_X_plus_block_Y,7,2,0.9501662108045267,0.7013536221793009,0.5628276807870336
block_X_plus_block_Y,7,3,0.8315908189264711,0.6365576900092914,0.6656823527718998
block_X_plus_block_Y,7,4,0.8696109349200168,0.669940610028537,0.608298260947311
block_X_plus_block_Y,7,5,0.8762842628984125,0.6798351228197309,0.6185138241485462
block_X_plus_block_Y,8,1,0.9292012003000291,0.720086446819328,0.5738400284908967
block_X_plus_block_Y,8,2,0.9689018471443237,0.7103249325654398,0.5454171377897536
block_X_plus_block_Y,8,3,0.8235529739600929,0.6350406175054791,0.6721138973614013
block_X_plus_block_Y,8,4,0.8554350672559135,0.6558717275532525,0.6209647381758224
block_X_plus_block_Y,8,5,0.8568216445520979,0.6660768900369631,0.6352715526185397
block_X_plus_block_Y,9,1,0.9272763421381547,0.7119433094476849,0.5756037969150734
block_X_plus_block_Y,9,2,0.9830889410255921,0.7125178986711965,0.5320072637806283
block_X_plus_block_Y,9,3,0.8116895078577828,0.6260847822604918,0.6814924038828295
block_X_plus_block_Y,9,4,0.850457782154009,0.6468610383388836,0.6253626830588417
block_X_plus_block_Y,9,5,0.8345401783886125,0.652816688376883,0.6539942780565946
block_X_plus_block_Y,10,1,0.9253512856105431,0.7026726999474453,0.5773640890700503
block_X_plus_block_Y,10,2,1.002530608336202,0.7033528068934736,0.5133140902237496
block_X_plus_block_Y,10,3,0.802458169983926,0.6230478326434044,0.6886959749052273
block_X_plus_block_Y,10,4,0.8417798537587303,0.6378636006420465,0.6329691490414482
block_X_plus_block_Y,10,5,0.8390018500260726,0.6531953832315337,0.6502847128604221
block_X_plus_block_Y,11,1,0.9084282277261089,0.6882032652613647,0.5926812786267681
block_X_plus_block_Y,11,2,1.0085637213252794,0.7008978211406878,0.5074388261499488
block_X_plus_block_Y,11,3,0.8047971725612625,0.6227709938371006,0.686878554045804
block_X_plus_block_Y,11,4,0.8381650271173425,0.6328637967252354,0.6361146369677408
block_X_plus_block_Y,11,5,0.8388842089656571,0.6566270193552015,0.650382776989666
block_X_plus_block_Y,12,1,0.9123569742453872,0.69072374996894,0.5891505376748778
block_X_plus_block_Y,12,2,0.98090464856594,0.6851617098500062,0.5340845882822289
block_X_plus_block_Y,12,3,0.8128270674898282,0.6267691954773726,0.6805990197208773
block_X_plus_block_Y,12,4,0.8390776491308745,0.6276908864514855,0.6353217845408992
block_X_plus_block_Y,12,5,0.8312219194173263,0.6505403957349157,0.6567403507744127
block_X_plus_block_Y,13,1,0.9028454457213716,0.6847171633027643,0.5976722821356704
block_X_plus_block_Y,13,2,0.9516898527057261,0.6723377979263722,0.561424498660386
block_X_plus_block_Y,13,3,0.8040023963682259,0.6213985569619193,0.6874966938650662
