descriptor,PLS1_corr_loading,PLS2_corr_loading,PLS3_corr_loading,PLS4_corr_loading,PLS5_corr_loading,PLS6_corr_loading,PLS7_corr_loading,PLS8_corr_loading,PLS9_corr_loading,PLS10_corr_loading,PLS11_corr_loading,PLS12_corr_loading,PLS13_corr_loading,PLS14_corr_loading,PLS15_corr_loading,PLS16_corr_loading,PLS17_corr_loading,PLS18_corr_loading,PLS19_corr_loading,PLS20_corr_loading
ATSm5,0.6585231780074812,0.4904166818500507,0.09122348865330847,-0.08303706929765199,-0.15979220646985343,-0.020202978289901908,-0.18152301751904068,0.11518817513132489,-0.0401450097837447,0.005729052659577168,-0.1319002856360121,0.07046626398269829,0.0551264009608591,0.04033405841288017,0.028045609720100135,0.1135285960749062,-0.10998380299671168,-0.013785445446447091,0.00845841500168392,0.025836311941917184
ATSp1,0.8963405458046797,0.38441731255941863,-0.06629976362852692,0.031663994713639926,-0.08584106607215944,-0.009560977561195779,-0.028684956121644938,0.0556401628465879,0.050227504755844185,-0.023791614137270576,-0.056630910083081014,0.012969199446287214,0.05418551430181863,0.06907432261188678,-0.019310118774150353,0.02353226758919688,-0.0205153541914202,-0.010146354182139538,-0.02362773451291718,0.017703921344397043
ATSp2,0.8946572480896402,0.35805935270594,-0.09327241718273084,0.0498452541564957,-0.07955557227926538,-0.006908923679280521,-0.055436597161904355,0.10181251970355339,0.08562516828522235,-0.031249994268711362,-0.06498163163756589,0.017221072632049958,0.0552407838854653,0.06046676035481452,-0.0004485121237574047,0.0370283743833731,-0.02629556932978201,-0.003989435521158107,-0.015974797379156854,0.017460536381765028
ATSp3,0.8695693007861334,0.3221903151269097,-0.1350564632158894,0.08520740625535558,-0.04889734167127299,0.0033355933674864167,-0.10500224223445592,0.18995725369838593,0.1394219312701479,-0.030648411249636888,-0.07549741919937462,0.025474426950931023,0.058031469403728414,0.05138538288034698,0.027610472467237045,0.05577677524912532,-0.03584145520871021,0.0023653811567645754,-0.005517526493561231,0.021842537977543378
ATSp4,0.873711350379535,0.2956475197898156,-0.10064091423748386,0.0774816900091318,0.01654842690757156,0.042299331843570494,-0.11744163451591912,0.1882850517756297,0.12831254538633782,0.0013884880042071817,-0.05001506714612192,0.025563437060849622,0.05146408134554435,0.02303256055512422,0.04179115463397836,0.03693841653403195,0.010428987046514421,0.03997203330482571,0.012719579932000355,0.011787963356716185
ATSp5,0.8657770588360352,0.34251984649997747,-0.05739590199557383,0.030226732284779314,-0.02600383759961837,0.02004922444362995,-0.10306499295033938,0.17693157777439536,0.10238539883394294,0.028240150651978893,-0.014712609178041323,-0.0003661239237595105,0.03670302830782731,0.04677221143935451,0.0194555860564954,0.003080378589632385,0.012860248962819565,0.046234189784813376,0.02556199618338332,0.02815615397451868
nBase,0.44132093407596756,0.4794388659978003,0.3659654338329179,-0.005456772393322344,0.07173573684098648,-0.07733167560711796,0.24564673757752994,-0.2237479277303961,-0.07341732796528432,-0.11472051157905076,0.0032289103410917614,-0.08551793634398804,-0.07872894464199308,0.001119606698888757,0.05295108766587423,0.08942007715680493,0.06231778148832211,0.07685404002773975,0.04707971113594248,-0.05601953057812956
BCUTw-1l,-0.23347411285669475,0.1855196949929975,0.034373207564322515,0.17549819955906742,-0.09626843535712307,-0.028139718588300156,-0.0574872007730648,-0.006316011370887557,-0.1278978449968743,0.0542623224214768,-0.2069066650177543,0.04554266455495446,0.18361431949521273,0.07156642383529091,0.044022131663633744,-0.025365951707948673,-0.084146003210431,-0.00784609318491995,-0.0027315508635516505,0.03565559028477499
BCUTw-1h,-0.14270210495318997,0.05883467341494764,0.021297171175816917,0.1250902551811956,-0.2138305081421164,-0.14346608418287168,-0.14127333414034726,-0.03877192068960308,-0.1999750904682204,-0.1425338328146503,-0.2796505405033311,0.13650053590559746,0.23593609200668367,0.1965785816915144,0.06490413204849418,0.22933426738574067,-0.2820730052443082,-0.08676454965711097,-0.050621417432761,-0.0017857520833640106
BCUTc-1l,-0.31587519685951354,0.33130450214594703,-0.29000365151399704,0.18118622868127382,-0.3618801053520852,-0.22421801484132092,0.10718857761482767,-0.03914473981820862,-0.09696308525194944,0.03344900552548181,0.01451663769877856,-0.06165209807361846,-0.004432374259407649,0.041934484408274846,-0.07794388950796821,-0.07361140562323687,0.11994245616301628,0.01809750330426611,0.07400016419777043,0.017417432933621173
BCUTc-1h,-0.21135608245758578,0.3553002284410989,-0.01861172888635771,-0.3360125483470242,-0.37042382955863784,0.14418090642511175,-0.4764135314263558,0.16149363553421664,-0.024726121192575116,0.10126988973303332,0.05700170067875097,-0.09298896163393348,-0.043570705534095144,-0.03299775521187723,-0.08326765690230759,-0.04717463415352918,0.02959092613044672,0.022863481409108825,-0.041911882870965325,0.034599940211686296
BCUTp-1l,-0.10265981999709979,-0.006728840131866371,-0.35521073016077576,0.2664892636267731,0.24553879442133092,-0.17103361646315485,0.3962183433581208,-0.08761847312353876,-0.0026579167228720575,-0.0542621337616879,-0.04407871988747992,0.02802827784992901,-0.061446853386466556,0.032145920744150784,0.11524011102015941,0.24187589909898535,-0.1787921636685778,-0.06926780302100782,-0.09459446773239467,0.07753483138039051
BCUTp-1h,0.6359326024745363,-0.01658507809864252,-0.14848097609178781,0.3502895692839418,-0.060456309662939606,0.146443344045461,-0.23055886304217207,0.055633833535962685,0.03573352209086661,0.0016652803756823354,-0.03108301735864639,0.022822916929953113,0.19929653602447236,0.1712657254406501,-0.054714086714422516,0.07271698851779174,-0.030477267130337122,-0.025798118817991912,-0.037948512619998875,0.06554052667445019
nBonds,0.8800113275083189,0.4167615965071312,0.00229698118854114,-0.13675444937576955,-0.13595321934725307,-0.05558287919582183,0.013160509989615465,0.023607129771946286,0.017050615964107448,-0.019986073102777436,-0.0023200876180537737,0.002550349073952789,-0.03303461910583462,-0.021722612299821458,-0.026039088098365228,-0.03512987556683135,0.024005600847724524,0.005521508639386471,0.008091536621874978,-0.021401472742252164
nBonds2,0.8779368632298691,0.4250621569822395,0.008048039123710935,0.03764977794413017,0.08009626338336112,-0.0027346224984133973,0.05930119445968961,-0.05551537636191504,-0.06774388972429922,0.04146094338507675,0.05676734192658366,-0.03173271147297957,-0.043638279491051375,-0.01930128818809445,-0.044968282749602254,-0.06745916280394657,0.03983865541883116,-0.01417955065469282,-0.004989754691617643,-0.016113328910267514
nBondsS,0.8513220530122062,0.427316517950177,0.008651189177693641,0.119714519487929,0.15561482815108085,0.024969718583212827,0.05179232011223347,-0.07637668393334394,-0.08905133500665686,0.04919185226779166,0.05889647716845749,-0.02332382700235686,-0.06273231699033277,-0.03210468086580107,-0.02661547944789612,-0.05487351733459988,0.03368683730505542,-0.017776059816447927,0.0012724407554640079,-0.028696108515588074
nBondsS2,0.7856758535374895,0.4673776076949151,0.02266735555025671,0.18161165065092452,0.24108048282232644,0.11800199381883816,0.010434113600786285,-0.10803429969906539,-0.1159003472031789,0.037500693908204874,0.06181522563471571,-0.038454440230571714,-0.06058657916355097,-0.05213597728636686,0.0012164087827932592,-0.042254134897915505,0.03703170210288085,-0.008445695078198822,0.007170350311397403,-0.01823912253978195
nBondsS3,0.7135988982650623,0.5385527676762097,0.036174496849273506,0.17805899874435588,0.21528129895875703,0.21956678793383866,-0.10437011849607389,-0.09142189143006288,-0.08765874741188703,-0.035514590312207786,0.0044320257030624945,-0.010180164485267859,-0.07368621167412476,-0.10002261367298065,0.08221436437822707,0.02461168141002168,0.017459148978976394,0.020902542036475444,0.038109992595258255,-0.02802260943584088
nBondsD,0.5100610676365419,0.13763820254829834,-0.0035204416122957376,-0.5448826104224781,-0.48866505747651046,-0.19404634034030824,0.06600246558411424,0.12689901186633254,0.10352217978809976,-0.00936885101744387,0.03604591905229267,-0.0963481268856869,0.14118586325586613,0.07899845041521925,-0.11503986104880506,-0.08335174779233213,0.036107715989770944,0.004209750280973057,-0.05831495879549633,0.08087252200579764
nBondsD2,0.045939910391777646,0.779300743854069,0.08924335934784555,-0.18574563460497318,-0.0813081907691625,0.21897539176815237,-0.1289481598711649,0.11800051545067416,0.08255559117310957,-0.08591850129479227,0.04267466112029255,-0.20521025008295138,0.22936029794175222,0.012486210216766576,0.03141671816103992,-0.01313027864083034,0.07132770825339742,0.051147197183548335,-0.07769786067956724,0.10696333658273746
nBondsT,-0.13298469074322766,0.008846078929130988,0.02576477417700181,0.02266459473665773,0.06139720519368477,0.057310998460565706,0.06996495548899376,-0.060815417436258845,0.18104104879149235,-0.30872078575392115,-0.3295871692296355,0.3065150539526139,-0.3026173007632627,0.009181086801366745,-0.2824063838448041,-0.2903070004890946,0.2202159035960282,0.1655875647137187,0.15459936775693894,-0.015214184442981138
nBondsM,0.41135986364054244,-0.09036260255218237,-0.04770430809376741,-0.4747031597775205,-0.5263204882892255,-0.4021946386439188,0.16969635023881813,0.1682149404538416,0.15224219093088237,0.018105849321597228,-0.010059667940277597,0.018604340989799916,0.05122931736538817,0.10699735498342533,-0.15906577329286617,-0.0919064974940195,0.01407444638402065,-0.020769118124150193,-0.04106733273617496,0.005161925244141688
bpol,0.7977365044292406,0.496163362112174,-0.04398550017415572,0.07708705413364111,0.08819279962001797,0.05977308770419308,0.04190625783978705,-0.14063606113373595,-0.1560278148172338,0.08526044464350085,0.05083852353190551,0.0021195064434618724,-0.08448988266867229,-0.0069136709535004386,-0.0505885266977532,-0.04508697009852063,0.003502070023151222,-0.038525000003850375,-0.013063799192178097,-0.023854677430481096
C1SP1,-0.13375898599149016,0.01266460380125364,0.026682417029845334,0.01699017407556424,0.04039100879815602,0.05567769682625766,0.07619300583115417,-0.06339070285789082,0.17922933051543818,-0.2945997638198209,-0.3405689451606426,0.2880527682934304,-0.3001631702808888,0.00016736352426054087,-0.287664967669672,-0.2592617021945949,0.22304065110540935,0.1735113833464634,0.13815985527280986,-0.03122671446286931
C2SP1,-0.03179735132487154,-0.00889838257802315,0.02545813656811321,0.08698548285504382,0.2005205163049743,0.11538900254618527,-0.0035997194465606087,0.05658070134375755,0.183386316622997,-0.23801731188419128,-0.19259963939649188,0.23845591934093816,-0.13844348803106193,0.017117880848011854,-0.12021113536087992,-0.2843105973640606,0.17232096163695285,-0.015455729701619608,-0.10339188280826353,0.26987011494163915
C1SP2,-0.20033169900204573,0.7709706082341651,0.011341561642591829,-0.17124848240183052,-0.16690022610345936,-0.03556099475784952,0.07035183707263613,-0.053664016358850083,0.07572802543446569,-0.09181256586232417,-0.013457326192802403,-0.029278165336022198,0.08122780841612404,0.05779954194147295,-0.08817791808808942,-0.07002697518876906,-0.032895548920451836,0.05252971799692638,0.0233844778748455,-0.09169070299035183
C2SP2,0.5876726308795401,-0.3390186464557778,-0.01620936380866877,-0.479909132688366,-0.3914126081356799,-0.19509080470232626,0.05929570099871133,0.02722254070182411,0.06517088801001966,-0.022613949624296664,0.016941547646536572,-0.03897314369583612,0.051823609574907295,0.09725795266987501,-0.07573672902688092,-0.022863278210072068,-0.002621728438289268,-0.04582518965273915,-0.04525577515646937,0.05086490842527759
C3SP2,0.39342687965113293,-0.253794076790498,0.01300751802407884,-0.13273137437159463,-0.09426178513389602,-0.0019646089437443948,0.007382974768837548,0.3746634514778357,0.13745095887676098,0.12246127203068434,0.15932476767930695,-0.11747793099173069,0.11759958746548292,-0.08715472934675583,-0.06031641267839851,-0.13271965793804363,0.24658501510399797,0.20750236467426486,0.018569929191148693,0.05801570761873234
C1SP3,0.6097681221882807,0.2571930512346992,-0.03662183293289197,0.1601406868927194,0.04240069955368861,0.09975316196810509,0.18070982126882798,-0.18698853035947707,-0.2511209905786563,0.2341090064764554,0.11514941236591238,0.1199737961589652,-0.13249524894907483,-0.03710260771481412,-0.07632623437032081,-0.01959151989303221,0.04558615306387215,-0.004842929061977744,0.04423937417610685,-0.10640349585842943
C2SP3,0.5286202539755782,0.3854964162572049,0.016349621706688158,0.3998823974888881,0.3805206448871585,0.052694139530449,-0.09586657908834387,-0.07003715540954017,-0.08220540958366666,-0.0808436604472893,0.011568402176715049,-0.08119919879726634,-0.07903383952897518,-0.10993038564599084,0.10409225760012136,-0.012297059816784119,0.028045876610871726,-0.07640822845506676,-0.047415189144304544,0.009193499216689863
C3SP3,0.22691697705907812,0.24165863330186985,-0.0893445295947963,0.2990199801737491,0.49679826716444253,0.22410426093585514,-0.14248102038447086,0.13201034787517923,0.041291759033102865,-0.0889225905563397,-0.07721552830278036,-0.04292562466636384,-0.011082203240486045,0.012275077212194846,-0.03496908726018655,-0.055726118767298216,-0.12060363412982524,0.02017907969458573,0.15459047344383775,0.01743693022731142
C4SP3,-0.010040614426486958,0.15056032816373602,-0.1353317798666409,0.546655445393921,0.5154811848320332,0.028184343295640856,-0.2217631451037486,0.2735385448305767,0.16045954690089262,-0.04015746436635769,0.021011141522290402,0.014599180346761172,0.05340502829277031,-0.00503120778661229,0.04626499677483642,0.011562481122789113,0.047545048805574835,-0.061049138957354886,-0.01234894842337299,-0.04440529496510876
SCH-3,0.0286619585381197,-0.010424318623355001,-0.0075462553795387095,0.14086370193809175,-0.04665166152879774,-0.08555378464387936,-0.09990619325956383,-0.12346166582526148,0.0441806744383365,-0.20952239265137998,0.04724701946767058,-0.15751483949690046,-0.034698280290398634,-0.07881840014429314,-0.043841714097767444,0.023253256292032592,-0.13161707863082422,-0.0028041882113026047,0.10076092241075688,-0.04010874042176492
SCH-4,0.078359509001841,-0.047560120535238504,0.012642197947353096,0.1165852237841261,-0.07773333853180674,-0.029973721089651444,-0.06442449655242448,-0.1500641265862587,0.047446204890465644,-0.2219226188302771,0.053848955221334635,-0.12912464677501914,-0.051578473800144006,-0.09773040655788567,-0.04280361808392675,0.06259078608370357,-0.15089113084721412,0.018359385719682705,0.1055178457283026,-0.03658526699755791
SCH-5,-0.07408654380084018,0.26186989567525154,-0.3107644137531011,0.22582715924645796,-0.3623908609826283,-0.18764856944880046,0.05450908521847497,0.21906837768988793,0.17008200238556728,-0.14850211952917944,-0.05540780635836779,0.07393602702299856,-0.08927858650226869,0.04894998301702046,0.06691166850103933,0.10101168722381157,-0.20958594788605653,-0.05775780969760514,0.08042841887968573,-0.025768609666546385
SCH-6,0.4183736937989483,0.07358438691856209,-0.41481732440515084,0.15077323701449016,-0.2576887939896846,-0.28028747905483936,-0.027682240879705472,0.28679007894757047,0.2715411623066289,-0.18794740800868343,-0.12299355414788368,-0.013334675257116506,-0.019213694331053334,-0.04172097183273805,0.019223259376251557,0.1436714110711498,-0.16283653488244507,-0.059931400909403756,-0.008336345633473278,0.002112329771392983
SCH-7,0.30812558832127973,0.05322632104015433,-0.3107559676303184,0.17203269227288417,-0.0640556220297588,-0.21390617368075535,-0.13454341308036102,0.48681467124856764,0.38526826073381115,-0.15353404563094203,-0.1351721259264709,-0.0028375074569020474,-0.004203749863323972,-0.08162965099783706,0.128631794470963,0.20321200463742448,-0.16046611276914732,-0.04921758843038692,-0.014554912096828987,0.013136535975352682
VCH-3,0.0286619585381197,-0.010424318623355001,-0.0075462553795387095,0.14086370193809175,-0.04665166152879774,-0.08555378464387936,-0.09990619325956383,-0.12346166582526148,0.0441806744383365,-0.20952239265137998,0.04724701946767058,-0.15751483949690046,-0.034698280290398634,-0.07881840014429314,-0.043841714097767444,0.023253256292032592,-0.13161707863082422,-0.0028041882113026047,0.10076092241075688,-0.04010874042176492
