descriptor,PLS1_corr_loading,PLS2_corr_loading,PLS3_corr_loading,PLS4_corr_loading,PLS5_corr_loading,PLS6_corr_loading,PLS7_corr_loading,PLS8_corr_loading,PLS9_corr_loading,PLS10_corr_loading,PLS11_corr_loading,PLS12_corr_loading,PLS13_corr_loading,PLS14_corr_loading,PLS15_corr_loading,PLS16_corr_loading,PLS17_corr_loading,PLS18_corr_loading,PLS19_corr_loading,PLS20_corr_loading
nHBint8,0.18478508553364098,0.686152392256085,0.540430845386923,0.02846167126491434,0.08750463299436698,-0.1828089969996305,0.1605611172571659,0.014288200519123577,0.03602479808288351,-0.05051309082895314,0.04947118051481321,-0.045176095167637945,0.02329972862343812,-0.01654547812353974,0.05574052916854967,0.0021105729338742373,0.022343585298654326,-0.0005658608783977801,0.0005907171183794738,-0.012282379522466634
nHBint9,0.19489968585597905,0.6671588291404758,0.5699310769062408,-0.049450582898956,0.1095054907526152,-0.11054853636075355,0.1636561273206789,-0.013123830459429593,0.007778817232196011,-0.02700856069346284,-0.019300183143798957,-0.01960582939754112,0.043796152463475735,0.0007954112497841308,0.03560758127755285,-0.020733020033710553,-0.03284985933900735,-0.03296159011056917,0.0403055419525987,0.020563926946389716
nHBint10,0.3463190635958891,0.3738861663606278,0.569735176601303,-0.05958807765935425,0.14230332044933616,-0.15448887689814036,0.07041275529987753,0.027381505981800277,0.06279553704043236,-0.09215963085318853,-0.11882176276122086,0.020678764991784865,0.004765809718819132,-0.03594929702913748,0.026080804641615468,0.0244752715551952,-0.1513664382570574,-0.06686876667054874,-0.022275279703270874,0.01038827127781871
nHsOH,0.20944878051750992,-0.45148845610893473,0.5156032907189134,-0.2857445712957387,0.2498177921479824,0.13294630080026387,-0.10372644226701282,0.10851215653580028,0.2160352189695443,-0.08959223394083565,-0.04287290442568535,-0.004335577860405241,0.128568472115521,-0.03703435792579921,0.12007002539830612,0.12561732048355095,-0.16650828415844873,-0.10948028749779977,-0.0767156044747544,0.023193226074953704
nHdNH,0.1630319250692454,0.6588851821161846,0.5223583759799194,0.022402917577380024,0.11691717736644294,-0.168006975984223,0.20334455514713531,-0.09696840074647847,0.024304822521601772,-0.034973487210300684,-0.03057269432978134,-0.033948143923910754,0.05921183451754594,0.03131685238693591,-0.02097414066180355,0.028162442893538905,0.022941798041905416,0.07606615011888074,0.06288335628893318,-0.04204394853910001
nHsSH,-0.030275048997596997,0.020778833320608037,-0.023494900556292095,0.007881924179811943,-0.06908505942962626,0.029800215926479797,-0.03285329882694617,-0.0830930747736464,0.015286710983747339,-0.13435592339786043,-0.07587855476061563,-0.08835165965604518,0.19418587243527485,0.08829197779663067,0.05655760327699306,-0.005254114671779942,0.1472525551128417,0.1221384156846987,0.05945676715729399,0.012936487606727179
nHsNH2,0.14982397571779335,0.6999920304800324,0.4994352106474831,0.02724586965819928,0.10952323609770678,-0.11957799834273561,0.25358442861276675,-0.06613774952412195,0.029585991508124014,-0.016076171562687702,0.01725333070560274,-0.004555092924557404,0.03646978371119177,0.09669848699821754,0.009370442817224219,0.0334418271040274,0.056393718702897055,0.05201488896099991,0.06341752834981693,-0.03147109391264226
nHssNH,0.10385964505554565,0.8057948440388922,0.3205844265124566,-0.025110067506460675,0.022833267621719545,-0.11961674306809217,0.2569512606145744,-0.137758053204183,-0.10526655388098476,-0.028421437486657212,-0.01757685837071756,-0.06967117134287618,0.04484745249419199,0.008694268640780826,-0.060348465591648234,-0.08960965121624168,0.029901574648012193,-0.08269399505092351,-0.06089492524186106,-0.01875734213566662
nHaaNH,-0.075560864143293,0.11430648939225356,-0.06112098474285308,0.4601739779682515,-0.2667656451738922,-0.37462352177928565,-0.10568685408380339,0.15262713738417416,0.1892169307352457,-0.044470541481264274,0.280882611342709,-0.2495991508522418,-0.09194253267356327,-0.2446572825882851,0.005638992380200679,-0.05302491492698392,0.0867004965485392,0.1425895921169447,-0.004428544113508287,0.1513800052465379
nHtCH,-0.03652404301563086,0.004220574321099899,0.04086550847579727,0.10368193590033029,0.19814033877449128,0.16365680496640692,0.01684594989127599,0.08251727762973626,0.25273531256321224,-0.2597815067897959,-0.31250250008366176,0.23898142195375932,-0.1645217584889064,-0.01976739476057665,-0.17742409733283218,-0.24910027318859893,0.2538859225845141,-0.005054044592173761,-0.2622196267672199,0.34038653411316216
nHdCH2,-0.11948800604339514,0.023173116385211603,0.007805871326359429,0.0203456640766026,0.225563219848067,0.25805019992620054,0.002191280630145785,0.09972290192518624,0.32206506552412917,-0.144533842515592,0.07637898112419714,-0.004503292422179595,-0.03937150386149427,0.10067211778136649,-0.20035711970249706,-0.06831916040563626,-0.1074629356202867,-0.06761858002400319,0.00554593593842329,-0.1329777313359365
nHdsCH,0.017783345938640147,0.08705529223070557,0.00944748335003558,-0.15979642204842853,0.07755837177853007,0.3174063841587975,-0.27469403784131136,0.201481224019657,0.2662709292982651,-0.1853646941277671,0.1096282949246881,-0.3168303555894827,0.3954061872276403,0.3271582695916682,-0.2019001691658147,-0.05864527226820284,0.09865671455078444,0.11112424217234029,0.11414702958122329,-0.14780581907719567
nHaaCH,0.5960901205748593,-0.29347158227552156,-0.11488049549683527,-0.38751524603555665,-0.3740606359955583,-0.22691299511850846,0.115550253728916,-0.04773685124439897,-0.043539769897312904,-0.013473553371239828,0.020065931781833298,-0.0601647518002533,0.055322830229999786,0.055587086726524154,-0.1534133998628382,-0.1598948148308905,0.017108457310718656,-0.02875592805617483,-0.04573666563852192,0.08849529121979953
nHCHnX,0.07066439756287053,-0.03596090295243688,0.09430244502480692,0.012227752863638823,0.024467899558937058,-0.08178968954446358,-0.248951530428712,0.09430040213591548,-0.3044896555995948,0.011208504444528413,-0.2685385710928022,0.02720612633327905,0.23347148646458132,0.09872472011947968,0.141788861926418,-0.036133938500832685,0.33276561258502635,0.3298037647822548,0.15420963834908719,-0.06609064023965583
nHCsats,0.6466112590591689,0.36754555124156396,0.0029786931043271686,0.39229933875040335,0.3622982293872189,0.10047942063129293,-0.01351721336644657,-0.12604799181957457,-0.15338066937504566,-0.018050039083557783,0.025383042137086153,-0.02334016248234039,-0.0989519706216963,-0.09435237205814158,0.06353971981365217,-0.019962096102333432,0.016496285191112358,-0.0722816615138403,0.012478478553117024,-0.034480909675114566
nHCsatu,0.22246972051151928,0.6324955393593301,0.12177806449027974,0.12059536701798938,0.17888368020873777,0.15395300764653191,0.07645567958682543,0.030025760187701638,0.16121585152731133,0.023531746065674753,-0.033162808166021344,-0.0663470454427872,0.0146483310413081,-0.10831044868638065,0.1750385110176521,-0.019874478056835797,0.14025406015796374,0.07145770368276547,0.06554860301539399,0.10334326270304924
nHAvin,0.09214628785192434,0.007418801665743583,0.027392806325831694,-0.25890675973199084,-0.16594715818284217,0.19685835510560457,-0.2028816389222494,0.20508480651828456,0.24879403570267575,-0.09349876452509893,0.13702285327939262,-0.2719047190233141,0.38123146985382617,0.2955119723452851,-0.20032280330927504,-0.13228607852243673,-0.0074409897347843595,0.06361406599829203,0.16227548310259798,-0.0743452261091717
nHother,0.5930290356174915,-0.27276962704235325,-0.11215285455965522,-0.41998621490245774,-0.34659227235864676,-0.14669375834278944,0.05592445483916631,0.00017296915323581935,0.02777204880828376,-0.05960848107433457,0.04692824110702241,-0.1286357610932891,0.13893126800972133,0.13037592671424633,-0.2050520827487557,-0.1749657510613863,0.03382505675401818,-0.007516144523048806,-0.020693300109812664,0.0506504767363807
nsCH3,0.12280620975189545,0.3979287576870064,0.012737539302455959,0.15937968354317925,0.32307876323340534,0.1744189347643426,0.11781404951266623,0.0849748392402887,-0.1318909936526264,0.4621763017909089,0.27574136017600426,-0.006446940816126683,-0.052092758266708276,0.16154266803723916,-0.18545753471095983,-0.03434900856419795,0.01136696504667829,0.11225607141397233,0.09827832345245824,0.06332450677601945
ndCH2,-0.11948800604339514,0.023173116385211603,0.007805871326359429,0.0203456640766026,0.225563219848067,0.25805019992620054,0.002191280630145785,0.09972290192518624,0.32206506552412917,-0.144533842515592,0.07637898112419714,-0.004503292422179595,-0.03937150386149427,0.10067211778136649,-0.20035711970249706,-0.06831916040563626,-0.1074629356202867,-0.06761858002400319,0.00554593593842329,-0.1329777313359365
nssCH2,0.662569727042391,0.2736533616184745,-0.14098643288139803,0.3434847243749424,0.24233123002197945,0.014819825840737728,0.00574696859087276,-0.20747232932151277,-0.16972009440341024,-0.022748590079778058,-0.0020406342916408403,0.008152222115344889,-0.1209048072913889,-0.16315445479932794,0.09464493917755185,-0.05337940606145281,0.08878815698087004,-0.09120619438577227,-0.09193885387460381,-0.08573286289215301
ntCH,-0.03652404301563086,0.004220574321099899,0.04086550847579727,0.10368193590033029,0.19814033877449128,0.16365680496640692,0.01684594989127599,0.08251727762973626,0.25273531256321224,-0.2597815067897959,-0.31250250008366176,0.23898142195375932,-0.1645217584889064,-0.01976739476057665,-0.17742409733283218,-0.24910027318859893,0.2538859225845141,-0.005054044592173761,-0.2622196267672199,0.34038653411316216
ndsCH,0.017783345938640147,0.08705529223070557,0.00944748335003558,-0.15979642204842853,0.07755837177853007,0.3174063841587975,-0.27469403784131136,0.201481224019657,0.2662709292982651,-0.1853646941277671,0.1096282949246881,-0.3168303555894827,0.3954061872276403,0.3271582695916682,-0.2019001691658147,-0.05864527226820284,0.09865671455078444,0.11112424217234029,0.11414702958122329,-0.14780581907719567
naaCH,0.5960901205748593,-0.29347158227552156,-0.11488049549683527,-0.38751524603555665,-0.3740606359955583,-0.22691299511850846,0.115550253728916,-0.04773685124439897,-0.043539769897312904,-0.013473553371239828,0.020065931781833298,-0.0601647518002533,0.055322830229999786,0.055587086726524154,-0.1534133998628382,-0.1598948148308905,0.017108457310718656,-0.02875592805617483,-0.04573666563852192,0.08849529121979953
nsssCH,0.4624155818078176,0.38980448915933735,0.1565376570030018,0.23015224329331016,0.33283273329118684,0.22417271748029752,-0.04055382591963453,0.00570512456711176,-0.005066973082071967,-0.1557899847418328,-0.0801019515414997,-0.04146086262541589,-0.05326699539142884,-0.027418371699928855,0.0668828980630414,0.11488213355629213,-0.15385901900146268,0.034116905368653964,0.1920221618737677,0.05231684368562604
ntsC,-0.12601404274686778,0.004964156302015185,0.02371770824815967,0.026745368969618006,0.07756461075098262,0.05609180404999939,0.06101584967338471,-0.05561212478777375,0.17415191283922327,-0.30698325806486376,-0.30408755400094295,0.3088208051428077,-0.29058077462462484,0.016927510211346714,-0.2643238607336085,-0.30479467195025706,0.20727313213370627,0.15059266346321615,0.16222995884141395,3.287651473224756e-05
ndssC,0.08892137454693988,0.705093793576943,0.07317083407730852,-0.045797530195776384,-0.07630238742094385,0.14824447446707104,0.0018310259229402548,0.08282941165431451,0.0649816490373038,-0.041397971803232306,0.053962040732103436,-0.1583258295727273,0.1235006127201835,-0.15956617072489288,0.14849904899537156,-0.010643913671769785,0.17446717001151596,0.16844672795261317,-0.05916915633246427,0.05693178099031505
naasC,0.4161391406299574,-0.31240057043278063,0.13951536077772075,-0.5185126362962329,-0.27838398590424385,0.027015298488674018,-0.012783927896123856,0.010748213991085363,0.054913018840618874,0.11793366354406745,0.017084070216267268,0.08896859095019696,-0.05496729946070914,0.03606161412668452,-0.016234759321952855,0.1328611154668703,-0.05718885006185372,0.042790837876079256,0.031844465716886976,-0.014942274407907252
naaaC,-0.13501530745144322,-0.12286340652998944,-0.00040034435082053713,0.03342886629188115,-0.19661741882193792,-0.5809301025070244,0.22041910570750206,0.34672211193177666,0.23216864819680427,0.003110381660664536,-0.01755419444593229,0.08890518921962134,-0.012835014164953197,0.06079535018009877,-0.028375710578596565,-0.03408580708371321,0.05556628672480038,-0.10599074021460367,-0.04750222835792629,-0.08229797345847759
nssssC,0.03720649098719288,0.17192591523303352,-0.07558877179890562,0.4543155409012552,0.37872053396242966,0.08005358581361896,-0.47906961532543335,0.3493513768360755,0.1332788151863061,0.03618683143104304,0.04463830054788106,0.06687189666238122,-0.011738557325694135,0.045454068736896815,-0.10858265132941922,-0.1356101019843272,-0.006956656665524562,-0.030431266677778433,0.037047523935921915,-0.07944674186410469
nsNH2,0.14982397571779335,0.6999920304800324,0.4994352106474831,0.02724586965819928,0.10952323609770678,-0.11957799834273561,0.25358442861276675,-0.06613774952412195,0.029585991508124014,-0.016076171562687702,0.01725333070560274,-0.004555092924557404,0.03646978371119177,0.09669848699821754,0.009370442817224219,0.0334418271040274,0.056393718702897055,0.05201488896099991,0.06341752834981693,-0.03147109391264226
ndNH,0.1630319250692454,0.6588851821161846,0.5223583759799194,0.022402917577380024,0.11691717736644294,-0.168006975984223,0.20334455514713531,-0.09696840074647847,0.024304822521601772,-0.034973487210300684,-0.03057269432978134,-0.033948143923910754,0.05921183451754594,0.03131685238693591,-0.02097414066180355,0.028162442893538905,0.022941798041905416,0.07606615011888074,0.06288335628893318,-0.04204394853910001
nssNH,0.10385964505554565,0.8057948440388922,0.3205844265124566,-0.025110067506460675,0.022833267621719545,-0.11961674306809217,0.2569512606145744,-0.137758053204183,-0.10526655388098476,-0.028421437486657212,-0.01757685837071756,-0.06967117134287618,0.04484745249419199,0.008694268640780826,-0.060348465591648234,-0.08960965121624168,0.029901574648012193,-0.08269399505092351,-0.06089492524186106,-0.01875734213566662
naaNH,-0.075560864143293,0.11430648939225356,-0.06112098474285308,0.4601739779682515,-0.2667656451738922,-0.37462352177928565,-0.10568685408380339,0.15262713738417416,0.1892169307352457,-0.044470541481264274,0.280882611342709,-0.2495991508522418,-0.09194253267356327,-0.2446572825882851,0.005638992380200679,-0.05302491492698392,0.0867004965485392,0.1425895921169447,-0.004428544113508287,0.1513800052465379
ntN,-0.12893790834044377,0.011878993061597008,0.01122374485241695,-0.026380745758945494,-0.04184420222584947,-0.01041924622550912,0.07515604298778644,-0.10420293460013846,0.0847871851177882,-0.20655773041122402,-0.23352846324773088,0.20845470276134642,-0.25370185968088393,0.008715012855712195,-0.23461060617130797,-0.17293883735268628,0.131687348556164,0.1898937339841741,0.26267215104945707,-0.18073355354620796
ndsN,-0.23189850870795503,0.12294907057908062,-0.07643884297088349,-0.20486690182134332,0.027565032337637966,0.048985190491472624,-0.004025592301590124,-0.16988333606210784,0.0257124991730253,-0.2630338131888532,0.0026686180702714343,-0.15232146808726607,0.11599706007270683,0.08418637417591726,0.08782229214733239,0.10631733382707369,0.06816011462957589,0.09701940504234033,0.013073348752247565,0.056099424149653354
naaN,-0.35189339705477907,0.219275890576258,-0.21515248200640416,0.11768343640136368,-0.25921743645533696,-0.3223247863007467,0.1219844618876009,0.055872279789668015,0.0816891836427902,0.029422205110729946,-0.035894014658579686,0.06819174342860539,-0.04323046454878627,0.04844640553514286,-0.11653329798358016,-0.07019835362820337,-0.05743725942896241,0.015007391505104835,0.11766809015541595,-0.12216522633950824
nsssN,0.4739232386140466,0.012098951616354717,-0.19784850136114623,-0.020006357079010616,-0.16773880610750735,0.13121624771449508,-0.009994632881170808,-0.2576227104482157,-0.15140808938577835,0.022097787071985283,-0.12758118323877854,0.013486444692592397,-0.05958889589650254,-0.137320798334985,0.051201472292634075,-0.04995909251257848,-0.0036535786111724323,-0.07985795856731115,-0.027161885350945287,-0.09319934668066487
naasN,0.08463005092761744,0.04906616331602439,-0.20411469941038407,-0.07743428431959376,-0.02384298579587351,-0.32984327521167794,0.213794877200335,0.21448789520387423,0.03270153982866332,0.14755083417623274,-0.06416012326590723,0.15590419090318183,0.029053975793994814,0.13885409682537372,-0.13213926051355254,0.003025554605231294,-0.08052822283002656,0.019569204758317672,0.004833409465995435,0.020540840445821915
nssssNp,0.017266165104911232,-0.0076985686572975075,-0.005334148391434964,-0.016418468951596675,0.03268986693984739,-0.02654799636230151,0.04435040789483688,0.057691080997316346,0.006931603729754883,0.09036010783675587,0.04063264417480393,0.08424697211446767,-0.014399079638373648,0.10045993342465034,0.019533943323526332,0.020104315780843336,0.05262349009900713,-0.06168538703723038,-0.053991257995109364,-0.0862181669938154
nsOH,0.20944878051750992,-0.45148845610893473,0.5156032907189134,-0.2857445712957387,0.2498177921479824,0.13294630080026387,-0.10372644226701282,0.10851215653580028,0.2160352189695443,-0.08959223394083565,-0.04287290442568535,-0.004335577860405241,0.128568472115521,-0.03703435792579921,0.12007002539830612,0.12561732048355095,-0.16650828415844873,-0.10948028749779977,-0.0767156044747544,0.023193226074953704
ndO,0.019937796630485703,0.8149996036516192,0.10342405042085093,-0.20596149735565175,-0.13691747156793685,0.06333135514279817,-0.12244895028826125,0.07242148933783744,-0.0286831110559638,0.01736546205525799,0.033141268401624034,-0.08183443432985182,0.10456928647218401,-0.03702882253319135,0.04154951973818111,0.007494193202746588,-0.04516925500710262,-0.08164120137300733,-0.14588540602094477,0.20293618203507668
nssO,0.47749165423828854,0.014480438849048845,-0.2054524395865179,-0.3381484536137406,-0.10594791730242624,0.2181601658542979,-0.02751864745019543,-0.16921802602469785,-0.030030431226850802,0.040640779170941194,0.1783813849381993,0.17858073317887266,-0.24942965903161451,-0.10163733992135213,0.2264072299851336,0.19188760207364866,0.02388043356263986,0.16797489123400453,0.12925908555096072,0.007374294725678851
naaO,-0.37931896493975253,0.0997268398289718,-0.04603748587081195,-0.16789979756746745,-0.13007517341735209,-0.09029399278776588,0.19461382518384532,0.11213035211956662,0.07399797650048995,0.018885292160699008,-0.15281217831311159,0.10768553810038577,-0.08036676049842542,-0.07749589853877172,-0.04791159847719212,-0.013445411853758343,-0.16486430424662718,-0.039977987171603294,0.24014488652536475,-0.22485531552791693
nsOm,-0.0627216676568994,0.09007083551112512,-0.03369392223519742,-0.047805620029913065,-0.13536508608295333,0.08743416398041008,0.019526719695990888,0.0014603303666046816,0.001233649924112984,-0.00820413584285079,-0.15067148975380948,-0.0431056688538014,0.11283793497972351,-0.028099305478929217,0.03332209303731041,-0.05047132497688269,0.03943742422010276,-0.007946183388057783,-0.05300444239468395,0.07499189475770261
nsF,-0.033231951682387975,-0.006717340408282658,0.29770744921590636,-0.03017069534640868,-0.29859626068459294,0.023768355061659693,-0.5780294442099612,0.2969199843295641,-0.13890259836129515,0.0815029312233056,-0.024252072893123082,0.06317220236012679,-0.19502782401652854,-0.04318383613100207,-0.17659398018105957,-0.16391425686895145,0.17774590813622757,0.0567948647454626,0.07665666519415534,-0.21768202583608823
ndsssP,-0.014678702500159608,0.06770370583846057,-0.05068878142869188,-0.0218741442573617,-0.031188471654879688,0.07939057036148917,-0.03598221988993133,0.04732087253888038,-0.04365043145498367,0.06974237931753996,-0.013431406851699782,0.06865479535094894,-0.009801071377661641,0.090115303922936,0.007188384941194713,-0.006572156362731094,-0.013815863423820381,-0.12944130201201004,-0.01664101002575239,-0.04439209987021027
nsSH,-0.030275048997596997,0.020778833320608037,-0.023494900556292095,0.007881924179811943,-0.06908505942962626,0.029800215926479797,-0.03285329882694617,-0.0830930747736464,0.015286710983747339,-0.13435592339786043,-0.07587855476061563,-0.08835165965604518,0.19418587243527485,0.08829197779663067,0.05655760327699306,-0.005254114671779942,0.1472525551128417,0.1221384156846987,0.05945676715729399,0.012936487606727179
ndS,-0.06257798314761812,0.11912254372518769,-0.09061398795044227,0.006181159287418784,-0.13375351082098197,0.2124473171774671,0.07855687581671611,-0.10631461756172916,-0.08304446029413111,0.04243650489138285,-0.2435059505510453,0.01719096874963423,0.2350866543936206,-0.2038225393457064,0.18801435999142485,-0.29303898497089165,0.028272599305676438,-0.27298643035108544,-0.03938765290874538,-0.13542028055914548
nssS,0.14359692435202195,0.13729055696850126,0.05429060248095564,0.20532727850750834,-0.210151200662286,0.1383044868913215,0.03554660494590716,-0.37189582554274636,-0.0012229391419936366,-0.16995311800974883,-0.19678911581988387,0.08725484389569972,-0.050959336715349135,0.05512801167302225,-0.08787557831767871,0.22934930565750206,-0.28903273096115645,0.12974867117591377,0.11111683578333123,-0.019863210198630382
naaS,-0.024209527499168017,0.10664134932294256,-0.11683437957376476,0.0657305471931293,-0.3439970082106015,-0.08581766756842057,0.010243116610617362,-0.09019415448904564,0.1611473571300891,-0.0517696872134176,-0.012829335201043165,0.16380794292985407,0.13137907330571164,0.38652559886381727,0.06087834108477424,0.13697167735536148,0.06438856375655078,-0.22734011655991754,-0.2851053704612232,-0.09546571722024334
ndssS,0.032866946033028234,0.019634090798836313,0.018498095598411965,0.0535752684776195,0.0149581032981412,0.009338808116935382,-0.09855180067523917,0.06874623564181938,-0.08691042197657675,0.022527280292817586,-0.06711307826940772,-0.029154923190587396,-0.061411699885367016,-0.06290137398694409,-0.1159550784473797,0.018417994106890337,-0.08414107055403423,0.077853827503684,-0.015547146431136236,0.10737904127762475
nddssS,0.04332097374351034,0.16034669328483134,-0.09270030756099028,-0.17989259691243756,-0.13759371401940737,0.13030227133382433,-0.2046360835597275,0.11518274708537872,-0.13712993444387173,0.038368887991676814,-0.07284311816605518,0.016561731374734132,0.004091765776511685,0.12297975778833063,-0.07895109496365313,0.0705034200267361,-0.19528063624994207,-0.19355787595304233,-0.14982929484533994,0.2905353298459621
nsCl,-0.12648446282911388,-0.0046460165348639745,0.026365458654515145,0.024701373975748633,-0.08390114860653732,-0.09693911523695511,-0.001386122417907617,-0.04174208371854676,-0.09861502157601068,0.006032479347817516,-0.09057588997710707,0.17376499270501075,0.0023619243699451327,0.31440756185569146,0.05337069831617513,0.2340021602536642,0.03810220993098419,0.09812153721450328,-0.07864660367393259,0.2329578112744404
nsBr,-0.1725581865340176,-0.005635616332184778,0.03031216907899935,0.10135217236087073,-0.026912376222944342,-0.1696699880313508,-0.11215921436045369,0.020436856522165526,-0.1031108414118181,-0.057948380278096505,-0.1733124964879462,0.04965175487417202,0.17174462584291617,0.06245974031113577,0.05304861798422668,0.1547100039480239,-0.17234685333525213,-0.040970529900625045,0.0014853957696728027,-0.09326705426654396
nsI,-0.04780067009302823,0.004138533212813825,-0.000199998589402557,0.01011256939869792,0.09124670678565942,-0.07729682733646957,-0.06692002924280241,-0.008245831673721286,-0.2504993999373407,-0.017259103066417796,-0.18043166260302662,-0.08434040810654392,0.13720647493771795,-0.07353510685855179,-0.03265326856671531,-0.03814668444793086,-0.19181420011648878,-0.05198876943824863,0.11385606750624128,0.04861086404214824
SHBd,0.14366080085868466,0.35569720533401317,0.7880899913222414,-0.2081471194080171,0.08841903669533106,-0.0840751004194451,0.1381805680279089,-0.0030346239270695997,0.17268343932996147,-0.11613753335766158,0.001313711546004481,-0.09567314689279316,0.12446433575491853,-0.036860529858240045,0.05135576144156957,0.01025251693855413,-0.028965903060538763,-0.08202516189408172,-0.05519775689646367,0.05578375956901085
SwHBd,0.07279423441689284,-0.024077763126405863,0.10620472893299379,-0.021107280351669165,-0.011919958675453519,-0.08818486641268262,-0.28758465603696104,0.07541097386706215,-0.2787063572070679,0.05844423178557414,-0.2613770219756607,0.05594818694252687,0.24490092502239275,0.05694977432987598,0.108560221578112,-0.052402383907883585,0.3609889908752645,0.35491263722106536,0.18589445314329855,-0.03160045081005115
SHBa,0.2946873312123212,0.5980232955603115,0.4903566601830668,-0.35390416146417686,-0.13612019140068346,0.08817050777244866,-0.29518057549106086,0.17620173091594873,-0.007266975583768111,0.022185279035888947,0.016073111943004658,0.0165797742230322,-0.05142899084616933,-0.1020778002323074,0.05470360693833219,0.02111663641019507,-0.014344907414997983,-0.03367091215082285,-0.02935289103187266,0.012516857578151915
SwHBa,0.6361090420313894,-0.3293674846242935,-0.31010169635166623,-0.12418541495590663,-0.2587529614873709,-0.1941074831680866,0.22784713691241032,-0.06763223750526104,0.08628713659179729,-0.04059436909491202,-0.009696346854187621,-0.04586363147641857,0.15292250930815413,0.16999972302738106,-0.20016215715887875,-0.14858379212708225,0.056879941552534515,0.03414529802049074,-0.020278658232473278,0.08901531236451354
SHBint2,0.13160955505447386,0.7498497332635669,0.43076615335441915,-0.07563354915662929,-0.028312444481753043,-0.05600646959530515,0.1244940673064859,-0.027119909338796683,0.0006842594527592126,-0.03642069328871461,0.03944395312525558,-0.07345458061991261,0.12124860214496964,0.10835893963138919,-0.05239368939981479,-0.07905137113926462,0.03406733026601382,-0.021617615707378433,0.022265645447600763,0.01628497229987426
SHBint3,0.04842355474044831,0.5421020872992051,0.5831758766079489,-0.02736459848897421,0.12839320462026244,-0.13297129543818254,0.060024854376698286,-0.07944526347478219,0.11646120507773142,0.0005187873507704008,0.02304669466037704,0.13573416325351645,-0.005822837086443366,-0.04393009751785445,0.018153372529771422,-0.15303720203365687,0.011511757561460584,-0.03427958445067304,0.026966968163073042,-0.037541897566006684
SHBint4,-0.218239877758976,0.0383164183326415,0.12236782184380551,-0.4166439928144413,0.10270575076856994,0.07107599402187631,-0.03117084790515766,0.06661702696816955,0.03425709061885739,-0.08886606528159065,0.043048260315168646,-0.08012188199523626,-0.05700660464128695,-0.1988167700672359,0.2799504406970861,0.08332515860939306,0.011656529321068339,-0.04448791127669862,-0.04513700709123474,0.07104515199516934
SHBint5,0.09048096737396902,0.5464931823156328,0.5223861182443587,-0.03868978290446434,0.03377251278366342,-0.02079338102615525,0.21257633337803242,0.01861779618017106,0.04933475008859926,0.022908017484729183,-0.07355478021225077,-0.07134610683507844,-0.08235054182862463,-0.1393917793441971,0.0001326035804090432,0.08879611034627986,-0.11188041635991793,0.04381968649279411,-0.0005328190863352742,0.0768090432356098
SHBint6,0.0164994059804431,0.6112664491781201,0.5236722635507622,-0.17397403870568312,0.12591871468901397,-0.037215809391799345,0.12942621391528744,0.010386956207121668,-0.03237434943628868,-0.005236917131229849,0.025684853593560476,-0.07155047224859079,0.005669752437217195,-0.003100539913905297,-0.005055328583626346,0.07054181798773394,-0.023674905740186488,0.04628416721255899,-0.09341620031762217,0.07424982575891328
SHBint7,0.18261649835110122,0.45490157601891273,0.4298850962204705,-0.19168925639343296,-0.017223283505406112,-0.052755733946461575,-0.008583227735376906,0.007621853764958018,0.009623582898069197,-0.13377281696564167,-0.05581934501330572,-0.11476367930837389,-0.032385057095510525,-0.04687689795255749,0.14601534628080642,0.08221032072876483,-0.06349543084902118,-0.023982164891369607,-0.08156007836913062,0.08372962159030241
SHBint8,0.13522218988969234,0.6347198023347073,0.5487818032245833,0.06907889781276301,0.04368365899013682,-0.1788412562352688,0.1001680137631891,0.06353999736259569,0.04722971916740845,-0.055961262290736426,0.08572545536187169,-0.04374822723981685,0.007852283750916915,-0.043789821330702104,0.0869796597461635,-0.0069484820346924735,0.052426049297505675,-0.028438193688519357,-0.02103659730528151,-0.01598925915856538
SHBint9,0.16380526110475307,0.5750635363883841,0.5616155591671917,-0.10654039243745268,0.09449470783116957,-0.09606810453302547,0.10155145268295049,0.010468571653688492,0.02021461122698266,-0.04139771941724218,-0.04686263313459089,-0.013512665686714337,0.013393715512267989,-0.04659538608121673,0.0597928360921465,-0.01681177341237488,-0.05112918904792166,-0.0671126292239684,0.02116512507131595,0.02028691044990336
SHBint10,0.2604357320542732,0.11980839538811766,0.5324608255624674,-0.1302727130990105,0.04029917664854462,-0.1319310387696833,-0.05900597731579121,0.10097261302953424,0.09068349763215934,-0.07173089874405023,-0.12818630470178202,0.04931193601195744,-0.023108638657790972,-0.046638273353765025,0.015187456551832266,-0.025943994644765968,-0.2000633066084246,-0.0823758107603482,-0.046051689567079175,0.011400092302281275
SHsOH,0.10106375887976658,-0.4708826952894841,0.5797126968512762,-0.36691051092703547,0.11024406888615175,0.10232419425910358,-0.07745982276844667,0.09185979443812907,0.19514900112012973,-0.08198504805985095,-0.007976925232467688,-0.04653045067447183,0.13525565988046445,-0.03927534052372528,0.11098187977300046,0.08414219153042772,-0.13334333589473937,-0.11636011215343174,-0.0577573132782012,0.030299851309351894
