component,descriptor_category,sum_squared_weight,n_descriptors,component_total_squared_weight,prop_component_squared_weight,mean_squared_weight
PC4,Eccentric connectivity index,0.000801708608219753,1,1.0000000000000002,0.0008017086082197528,0.000801708608219753
PC4,Topological polar surface area,0.0007999839695081733,1,1.0000000000000002,0.0007999839695081731,0.0007999839695081733
PC4,Ring count,0.012265966978481617,18,1.0000000000000002,0.012265966978481613,0.0006814426099156453
PC4,Chi chain,0.0063415220950882294,10,1.0000000000000002,0.006341522095088228,0.000634152209508823
PC4,Chi path,0.009703640194631168,16,1.0000000000000002,0.009703640194631167,0.000606477512164448
PC4,BPol,0.00045727171377717607,1,1.0000000000000002,0.00045727171377717596,0.00045727171377717607
PC4,Autocorrelation (mass),0.0019330577028650324,5,1.0000000000000002,0.001933057702865032,0.00038661154057300647
PC4,Rule of five,0.00035738340143780765,1,1.0000000000000002,0.0003573834014378076,0.00035738340143780765
PC4,Crippen logP and MR,0.0005900420788285796,2,1.0000000000000002,0.0005900420788285794,0.0002950210394142898
PC4,Bond count,0.0025330915354604177,9,1.0000000000000002,0.0025330915354604172,0.0002814546150511575
PC4,McGowan volume,0.0002577253027491194,1,1.0000000000000002,0.00025772530274911933,0.0002577253027491194
PC4,Hbond donor count,0.00045978158217553985,2,1.0000000000000002,0.00045978158217553974,0.00022989079108776993
PC4,APol,0.00020105744758931054,1,1.0000000000000002,0.0002010574475893105,0.00020105744758931054
PC4,XLogP,0.00015355708300606894,1,1.0000000000000002,0.00015355708300606892,0.00015355708300606894
PC4,Zagreb index,0.00014829841669867561,1,1.0000000000000002,0.0001482984166986756,0.00014829841669867561
PC4,HybridizationRatioDescriptor,0.00011145993451541891,1,1.0000000000000002,0.00011145993451541888,0.00011145993451541891
PC4,Vertex adjacency information (magnitude),9.194692089852413e-05,1,1.0000000000000002,9.194692089852411e-05,9.194692089852413e-05
PC4,Mannhold LogP,6.176305226354443e-05,1,1.0000000000000002,6.176305226354442e-05,6.176305226354443e-05
PC4,Petitjean number,3.4442564709334e-05,1,1.0000000000000002,3.4442564709333995e-05,3.4442564709334e-05
PC4,Van der Waals volume,3.296468412753798e-05,1,1.0000000000000002,3.296468412753797e-05,3.296468412753798e-05
PC4,Weight,2.58659813039544e-05,1,1.0000000000000002,2.5865981303954392e-05,2.58659813039544e-05
PC4,Largest Pi system,2.4593717272647354e-05,1,1.0000000000000002,2.4593717272647347e-05,2.4593717272647354e-05
PC4,Longest aliphatic chain,1.527653575220829e-05,1,1.0000000000000002,1.5276535752208287e-05,1.527653575220829e-05
PC5,Chi chain,0.07149998084442813,10,1.0000000000000018,0.071499980844428,0.007149998084442813
PC5,RingCountDescriptor,0.06138526838885162,11,1.0000000000000018,0.061385268388851506,0.0055804789444410564
PC5,BCUT,0.02541995353690121,6,1.0000000000000018,0.025419953536901164,0.004236658922816868
PC5,Hbond donor count,0.008429356464796516,2,1.0000000000000018,0.0084293564647965,0.004214678232398258
PC5,FMFDescriptor,0.003926691033014267,1,1.0000000000000018,0.00392669103301426,0.003926691033014267
PC5,Ring count,0.065427190951871,18,1.0000000000000018,0.06542719095187088,0.0036348439417706107
PC5,Basic group count,0.003293006204538136,1,1.0000000000000018,0.00329300620453813,0.003293006204538136
PC5,Chi path cluster,0.014328430979594287,6,1.0000000000000018,0.014328430979594261,0.0023880718299323814
PC5,Molecular linear free energy relation,0.013278697898515872,6,1.0000000000000018,0.013278697898515848,0.002213116316419312
PC5,Weighted path,0.010505050721331117,5,1.0000000000000018,0.010505050721331097,0.0021010101442662235
PC5,Atom type electrotopological state,0.5251056063895918,270,1.0000000000000018,0.5251056063895909,0.0019448355792207105
PC5,Extended topochemical atom,0.07504669989185113,43,1.0000000000000018,0.07504669989185099,0.0017452720905081658
PC5,Chi cluster,0.012478009885344078,8,1.0000000000000018,0.012478009885344055,0.0015597512356680097
PC5,Longest aliphatic chain,0.0015461490501332744,1,1.0000000000000018,0.0015461490501332716,0.0015461490501332744
PC5,Mannhold LogP,0.0014602718956405955,1,1.0000000000000018,0.001460271895640593,0.0014602718956405955
PC5,Fragment complexity,0.001426884908320829,1,1.0000000000000018,0.0014268849083208263,0.001426884908320829
PC5,Rule of five,0.0013146774600296032,1,1.0000000000000018,0.0013146774600296008,0.0013146774600296032
PC5,Hbond acceptor count,0.005173563177219066,4,1.0000000000000018,0.005173563177219056,0.0012933907943047664
PC5,Autocorrelation (mass),0.006353437107301318,5,1.0000000000000018,0.006353437107301307,0.0012706874214602636
PC5,Molecular distance edge,0.0240489926649744,19,1.0000000000000018,0.02404899266497436,0.0012657364560512841
PC5,Largest Pi system,0.0012471074318949138,1,1.0000000000000018,0.0012471074318949117,0.0012471074318949138
PC5,Bond count,0.011049703699411141,9,1.0000000000000018,0.011049703699411122,0.0012277448554901269
PC5,Atom count,0.015794589812945015,13,1.0000000000000018,0.015794589812944987,0.0012149684471496165
PC5,Aromatic bonds count,0.0012042953355737764,1,1.0000000000000018,0.0012042953355737743,0.0012042953355737764
PC5,Autocorrelation (charge),0.005758290118619217,5,1.0000000000000018,0.005758290118619207,0.0011516580237238435
PC5,Carbon types,0.009380157580117406,9,1.0000000000000018,0.009380157580117388,0.0010422397311241562
PC5,XLogP,0.0009711139518116932,1,1.0000000000000018,0.0009711139518116914,0.0009711139518116932
PC5,Kappa shape indices,0.002661077031826113,3,1.0000000000000018,0.002661077031826108,0.0008870256772753709
PC5,Autocorrelation (polarizability),0.0040311297457760195,5,1.0000000000000018,0.004031129745776013,0.0008062259491552039
PC5,Largest chain,0.0007658747004875521,1,1.0000000000000018,0.0007658747004875507,0.0007658747004875521
PC5,Acidic group count,0.0007637358577142508,1,1.0000000000000018,0.0007637358577142494,0.0007637358577142508
PC5,Aromatic atoms count,0.0007016806709664832,1,1.0000000000000018,0.000701680670966482,0.0007016806709664832
PC5,Chi path,0.009142890276875048,16,1.0000000000000018,0.009142890276875032,0.0005714306423046905
PC5,Rotatable bonds count,0.00047206513785634876,1,1.0000000000000018,0.00047206513785634795,0.00047206513785634876
PC5,Wiener numbers,0.0008372643601218305,2,1.0000000000000018,0.000837264360121829,0.00041863218006091523
PC5,BPol,0.0004092035328590818,1,1.0000000000000018,0.0004092035328590811,0.0004092035328590818
PC5,ALOGP,0.0011530165450714758,3,1.0000000000000018,0.0011530165450714738,0.0003843388483571586
PC5,Zagreb index,0.00037539687965722153,1,1.0000000000000018,0.0003753968796572209,0.00037539687965722153
PC5,Van der Waals volume,0.00032009653232986093,1,1.0000000000000018,0.0003200965323298604,0.00032009653232986093
PC5,APol,0.00027303828618185564,1,1.0000000000000018,0.00027303828618185515,0.00027303828618185564
PC5,Topological polar surface area,0.00023977542192643863,1,1.0000000000000018,0.0002397754219264382,0.00023977542192643863
PC5,Eccentric connectivity index,0.00023971967477293767,1,1.0000000000000018,0.00023971967477293723,0.00023971967477293767
PC5,Vertex adjacency information (magnitude),0.00022292196684921075,1,1.0000000000000018,0.00022292196684921034,0.00022292196684921075
PC5,McGowan volume,0.0002173331940485424,1,1.0000000000000018,0.00021733319404854202,0.0002173331940485424
PC5,HybridizationRatioDescriptor,0.00013972101469308444,1,1.0000000000000018,0.0001397210146930842,0.00013972101469308444
PC5,Weight,8.12675765725778e-05,1,1.0000000000000018,8.126757657257765e-05,8.12675765725778e-05
PC5,Crippen logP and MR,9.954595303874442e-05,2,1.0000000000000018,9.954595303874425e-05,4.977297651937221e-05
PC5,Petitjean number,6.825575564458003e-08,1,1.0000000000000018,6.825575564457991e-08,6.825575564458003e-08
PC6,FMFDescriptor,0.007851312993317882,1,0.9999999999999998,0.007851312993317884,0.007851312993317882
PC6,Hbond donor count,0.014825960155750018,2,0.9999999999999998,0.014825960155750021,0.007412980077875009
PC6,Longest aliphatic chain,0.006323794623064603,1,0.9999999999999998,0.006323794623064605,0.006323794623064603
PC6,Aromatic bonds count,0.004796598868942722,1,0.9999999999999998,0.0047965988689427225,0.004796598868942722
PC6,Molecular linear free energy relation,0.02257756947886498,6,0.9999999999999998,0.022577569478864985,0.003762928246477497
PC6,Autocorrelation (charge),0.018005841747575753,5,0.9999999999999998,0.018005841747575756,0.0036011683495151504
PC6,HybridizationRatioDescriptor,0.0035001096239863825,1,0.9999999999999998,0.0035001096239863833,0.0035001096239863825
PC6,Weighted path,0.015003975007383758,5,0.9999999999999998,0.015003975007383761,0.0030007950014767516
PC6,Chi chain,0.029803703195547697,10,0.9999999999999998,0.029803703195547704,0.0029803703195547698
PC6,Rotatable bonds count,0.0028372437467450644,1,0.9999999999999998,0.002837243746745065,0.0028372437467450644
PC6,RingCountDescriptor,0.0292859394449955,11,0.9999999999999998,0.029285939444995506,0.0026623581313632272
PC6,BPol,0.0025208893289852224,1,0.9999999999999998,0.002520889328985223,0.0025208893289852224
PC6,Aromatic atoms count,0.002460020783453467,1,0.9999999999999998,0.0024600207834534673,0.002460020783453467
PC6,BCUT,0.01333232822354579,6,0.9999999999999998,0.013332328223545794,0.0022220547039242984
PC6,Atom type electrotopological state,0.5922566221826511,270,0.9999999999999998,0.5922566221826512,0.00219354304512093
PC6,Extended topochemical atom,0.09383301862380453,43,0.9999999999999998,0.09383301862380455,0.0021821632238094076
PC6,Carbon types,0.018697170269097577,9,0.9999999999999998,0.01869717026909758,0.002077463363233064
PC6,Largest Pi system,0.0018892919491651822,1,0.9999999999999998,0.0018892919491651826,0.0018892919491651822
PC6,Ring count,0.033936230191471316,18,0.9999999999999998,0.03393623019147132,0.0018853461217484065
PC6,Chi path cluster,0.010778871903535901,6,0.9999999999999998,0.010778871903535903,0.0017964786505893168
PC6,Bond count,0.01307046628969687,9,0.9999999999999998,0.013070466289696873,0.001452274032188541
PC6,Wiener numbers,0.0025915623566635754,2,0.9999999999999998,0.002591562356663576,0.0012957811783317877
PC6,Largest chain,0.0012050613843505053,1,0.9999999999999998,0.0012050613843505055,0.0012050613843505053
PC6,Molecular distance edge,0.01949342557691834,19,0.9999999999999998,0.019493425576918345,0.0010259697672062285
PC6,ALOGP,0.0026380386205440585,3,0.9999999999999998,0.002638038620544059,0.0008793462068480195
PC6,Chi path,0.012134381624449589,16,0.9999999999999998,0.012134381624449592,0.0007583988515280993
PC6,Fragment complexity,0.0007216441333201837,1,0.9999999999999998,0.0007216441333201838,0.0007216441333201837
PC6,Kappa shape indices,0.002116034722965048,3,0.9999999999999998,0.0021160347229650486,0.000705344907655016
PC6,Basic group count,0.0006259014451436965,1,0.9999999999999998,0.0006259014451436966,0.0006259014451436965
PC6,Chi cluster,0.004727619353485603,8,0.9999999999999998,0.004727619353485604,0.0005909524191857004
PC6,Vertex adjacency information (magnitude),0.0005859699057191492,1,0.9999999999999998,0.0005859699057191493,0.0005859699057191492
